Id,Label,timeset,tweets,retweets,rrt,modularity_class,indegree,outdegree,degree
20929,JeanRognetta,,1,0,0,4,1,0,1
20931,SoleilDeFuego,,1,0,0,0,1,0,1
20933,mleickjonard,,2,0,0,1,2,0,2
20934,mmecarre6,,1,0,0,0,1,0,1
20935,RocGilles,,1,0,0,4,1,0,1
20938,clash_politique,,1,0,0,10,1,0,1
20939,T_Suarez_phot,,1,0,0,0,1,0,1
20941,SoleildAusterl2,,1,0,0,5,1,0,1
20946,Altimedia,,2,0,0,3,2,0,2
20947,noriaker,,1,0,0,3,1,0,1
20948,JeanneM26053395,,1,0,0,3,1,0,1
20952,Wusneus,,1,0,0,0,1,0,1
20953,DroiteRev,,4,0,0,5,2,0,2
20954,Adri1L,,1,0,0,4,1,0,1
20956,Joemath3,,2,0,0,9,2,0,2
20957,AgatheNRV,,6,0,0,0,5,0,5
20960,FrDubreuil,,1,0,0,1,1,0,1
20964,PeterCo64501308,,1,0,0,4,1,0,1
20966,Andreabttt,,1,0,0,0,1,0,1
20967,patoche56890,,2,0,0,0,2,0,2
20968,DieSchneke,,1,0,0,0,1,0,1
20969,no_ahm,,1,0,0,0,1,0,1
20977,Noxlethnonatio,,1,0,0,5,1,0,1
20981,AichaALIHASSAN1,,1,0,0,10,1,0,1
20986,sand950,,4,0,0,4,2,0,2
20988,DikEffi,,1,0,0,10,1,0,1
20990,an_ne_onymat,,1,0,0,0,1,0,1
20991,garantifa,,1,0,0,0,1,0,1
20992,Sylvain_raynal,,1,0,0,5,1,0,1
20994,sexualahee,,1,0,0,0,1,0,1
20996,Auguste_Citard,,1,0,0,0,1,0,1
20997,Maitre_Oggy,,1,0,0,4,1,0,1
21000,JonasCerisier,,2,0,0,0,2,0,2
21004,LucieFrancisque,,1,0,0,0,1,0,1
21005,UnderworldFR,,2,0,0,5,2,0,2
21010,Lexoderural,,1,0,0,0,1,0,1
21013,jjvarlet,,2,0,0,10,2,0,2
21014,Evil_Galatee,,1,0,0,5,1,0,1
21016,Fredhoc,,1,0,0,1,1,0,1
21019,ENKIDOUEA,,1,0,0,5,1,0,1
21020,CancanMrx,,1,0,0,0,1,0,1
21021,refractairegaul,,1,0,0,5,1,0,1
21022,MaldineyB,,5,0,0,10,5,0,5
21023,alsaciste,,1,0,0,5,1,0,1
21027,DEYCatherine1,,1,0,0,4,1,0,1
21028,kajocass,,1,0,0,0,1,0,1
21032,Bibilaurent6,,1,0,0,0,1,0,1
21034,dupas_louis,,1,0,0,10,1,0,1
21042,inboundabelinou,,1,0,0,0,1,0,1
21047,CarolineCamill4,,2,0,0,4,2,0,2
21049,durham9537,,6,0,0,10,5,0,5
21057,Melyriel,,1,0,0,7,1,0,1
21059,Pride_Marseille,,2,0,0,0,2,0,2
21061,brunch47,,1,0,0,10,1,0,1
21062,thibson,,1,0,0,5,1,0,1
21064,PrrGss,,1,0,0,0,1,0,1
21067,ryadzine,,2,0,0,5,1,0,1
21078,PatapoufF,,2,0,0,0,2,0,2
21079,legendintrench,,2,0,0,0,2,0,2
21082,PKosmopoulos,,1,0,0,10,1,0,1
21083,_FrancisC0000,,2,0,0,0,2,0,2
21088,chaudon_jeanluc,,1,0,0,9,1,0,1
21089,usineb,,5,0,0,1,5,0,5
21090,mekeskidi1,,3,0,0,7,3,0,3
21091,ChristianHAAG14,,7,0,0,7,7,0,7
21092,BordelaisFR,,4,0,0,4,2,0,2
21093,TheTurtlesTeam,,4,0,0,1,4,0,4
21095,Lumyako,,1,0,0,0,1,0,1
21097,CecconelloR,,8,0,0,4,8,0,8
21098,123bleuciel,,1,0,0,7,1,0,1
21101,mdenaxa,,1,24,24,10,0,24,24
21105,boomeusetrans,,1,0,0,0,1,0,1
21113,Juliedme_,,1,0,0,0,1,0,1
21116,LaLouvenmarche,,3,0,0,4,3,0,3
21118,calvet1,,1,1,1,5,0,1,1
21124,bocyru,,2,0,0,4,2,0,2
21126,GherardiSophie,,1,0,0,4,1,0,1
21129,Pyorre_finnois,,1,0,0,4,1,0,1
21130,Ereminette,,1,0,0,5,1,0,1
21132,KerstR71,,1,0,0,9,1,0,1
21135,peaceandlowe1,,2,0,0,7,1,0,1
21136,Maxou_LGC,,1,0,0,5,1,0,1
21138,CamyMariecamy,,1,0,0,7,1,0,1
21139,solipticid,,1,0,0,0,1,0,1
21140,AberlinJacklyne,,3,0,0,7,3,0,3
21144,Judiie_,,1,0,0,0,1,0,1
21145,Phil6gbrt,,1,0,0,4,1,0,1
21148,Li__lak,,1,0,0,0,1,0,1
21151,pintre13,,1,0,0,1,1,0,1
21154,56Collines,,1,0,0,7,1,0,1
21155,Fr1Grossouvre,,3,3,1,3,2,3,5
21156,nicohaeringer,,2,0,0,0,1,0,1
21158,78Vaillant,,2,0,0,4,2,0,2
21159,voidembracer99,,1,0,0,0,1,0,1
21163,marlabondance,,3,0,0,0,3,0,3
21167,Patobeurresale,,1,0,0,4,1,0,1
21168,Passw0rddd,,2,0,0,5,2,0,2
21170,YvetteZC,,2,0,0,4,2,0,2
21171,JeromeBaillif,,3,0,0,1,3,0,3
21179,Chauve_et_lache,,1,0,0,0,1,0,1
21183,Jesus_Nazareen,,1,0,0,1,1,0,1
21185,MetaTofu,,1,0,0,0,1,0,1
21186,Titi50875723,,1,0,0,10,1,0,1
21188,MeTheAnimal,,1,0,0,7,1,0,1
21190,AlexDeRubempre,,4,0,0,9,4,0,4
21192,alien_mue,,3,0,0,0,3,0,3
21193,ozy_dias,,8,0,0,5,3,0,3
21200,mcflavaa,,1,0,0,0,1,0,1
21201,noellelenoir,,2,0,0,4,2,0,2
21207,aurewooooooooo,,1,0,0,0,1,0,1
21208,solal280,,1,0,0,4,1,0,1
21209,gromfy44,,1,0,0,4,1,0,1
21212,SolidairesAct,,1,0,0,0,1,0,1
21216,draner_daniele,,3,0,0,4,1,0,1
21219,Dwiperkasa31,,1,0,0,0,1,0,1
21223,BrueyAnnick,,3,0,0,3,3,0,3
21224,asilejpeg,,1,0,0,0,1,0,1
21225,michaeljolain,,1,0,0,7,1,0,1
21228,ULSolidairesStD,,1,0,0,0,1,0,1
21232,bisonfou,,1,0,0,4,1,0,1
21234,proudlibtard9,,1,0,0,4,1,0,1
21237,ObservatoireBxl,,1,5,5,5,0,5,5
21238,AmandineDetrez,,1,0,0,0,1,0,1
21239,sinishajm,,6,0,0,5,2,0,2
21240,inesmsda,,1,0,0,0,1,0,1
21242,francklegrand,,1,0,0,4,1,0,1
21245,Ilugykc,,1,0,0,4,1,0,1
21246,eddylabrs,,3,0,0,10,2,0,2
21248,Teo_Heta,,1,0,0,0,1,0,1
21249,ChoisnardJ,,4,0,0,10,4,0,4
21251,AlLouarn,,1,0,0,7,1,0,1
21252,NathLavry,,2,0,0,7,2,0,2
21254,saRahh_dgh,,1,0,0,0,1,0,1
21260,atlantico_fr,,2,2,1,5,0,2,2
21262,JeanPSuau,,1,0,0,4,1,0,1
21263,MelanieEphreme,,1,0,0,0,1,0,1
21264,2710rebecca,,1,0,0,0,1,0,1
21265,DartTrivas,,1,0,0,0,1,0,1
21267,e_plume,,1,0,0,0,1,0,1
21268,auvergne_ag,,6,0,0,4,4,0,4
21270,CFL_Lyon,,1,4,4,0,0,4,4
21272,ProgressistLGBT,,1,0,0,0,1,0,1
21275,rondeau_b,,1,0,0,4,1,0,1
21276,OussamaAyara,,1,0,0,9,1,0,1
21278,ba2bru,,2,0,0,4,2,0,2
21281,Tousdevant,,1,0,0,5,1,0,1
21282,MorganeDulac67,,2,0,0,4,2,0,2
21286,papanarchiste,,1,0,0,0,1,0,1
21287,Sycamora_,,4,0,0,0,3,0,3
21288,wenniamZO,,3,0,0,0,3,0,3
21292,KiaraRS00,,1,0,0,0,1,0,1
21293,ethan_oolbackup,,2,0,0,0,2,0,2
21296,RejasseAlexis,,2,0,0,0,2,0,2
21297,Patricktaudiere,,5,0,0,7,5,0,5
21299,Bacchus1251,,1,0,0,0,1,0,1
21301,YannSaccucci,,1,0,0,4,1,0,1
21303,Amobryone,,1,0,0,0,1,0,1
21305,Santini57491007,,1,0,0,4,1,0,1
21307,alain_co,,5,0,0,4,5,0,5
21309,GarindeProvence,,1,0,0,5,1,0,1
21310,leoelceban,,1,0,0,0,1,0,1
21319,FrenchPsyGeek,,1,0,0,0,1,0,1
21320,ISABEL87507005,,1,0,0,4,1,0,1
21325,auxleu,,1,0,0,0,1,0,1
21326,fceandco,,2,0,0,9,2,0,2
21328,CrunchMyPills,,1,0,0,0,1,0,1
21330,LibNoa,,1,0,0,0,1,0,1
21333,Arvernorix,,1,0,0,5,1,0,1
21336,Tiny_Nina,,1,0,0,0,1,0,1
21337,carrie_bouh,,3,0,0,0,3,0,3
21341,HugoBuisson3,,1,0,0,0,1,0,1
21342,C7Marie,,2,0,0,7,2,0,2
21344,SheraZsama,,1,0,0,0,1,0,1
21345,vivemarine2022,,1,0,0,7,1,0,1
21347,ArthurKahn9,,5,0,0,7,3,0,3
21352,Irenedanj,,3,0,0,5,2,0,2
21360,sebastien_amant,,2,0,0,5,1,0,1
21368,dooodette,,1,0,0,0,1,0,1
21370,th76nat,,3,2,0.666667,4,0,1,1
21373,bertrand_auge,,1,0,0,4,1,0,1
21374,PatriciaAnnieH1,,1,0,0,7,1,0,1
21376,MeisterTyr,,1,0,0,5,1,0,1
21379,VashTh3Stamped3,,1,0,0,5,1,0,1
21380,rapaquis,,5,0,0,4,4,0,4
21381,lenfantdusiecle,,1,0,0,0,1,0,1
21382,OliviaPolski,,1,0,0,0,1,0,1
21384,StephanieHochet,,1,0,0,4,1,0,1
21385,piched21,,1,0,0,4,1,0,1
21386,Mrgnedllns,,1,0,0,0,1,0,1
21387,cocolocco62,,1,0,0,0,1,0,1
21391,bd06160,,1,0,0,5,1,0,1
21395,tenesoun,,2,23,11.5,5,0,22,22
21398,uni__alumni,,2,19,9.5,7,1,19,20
21399,Baobabela,,1,0,0,5,1,0,1
21400,VanBell56406254,,1,0,0,7,1,0,1
21401,marynet35,,2,0,0,4,1,0,1
21405,Jules_Le_Strat,,1,0,0,1,1,0,1
21406,alexia_lecourt,,7,0,0,7,7,0,7
21409,fleur9592,,1,0,0,4,1,0,1
21411,VaneFillubie,,2,0,0,0,2,0,2
21412,beatriceroidor,,1,0,0,4,1,0,1
21413,kryo0s,,1,0,0,5,1,0,1
21417,EV76508394,,1,0,0,5,1,0,1
21419,AlexSaradjian,,1,0,0,7,1,0,1
21420,fr_mana,,1,0,0,4,1,0,1
21422,radiovelha,,1,0,0,4,1,0,1
21423,Renaud_Sand,,2,27,13.5,7,0,26,26
21431,springofhades,,1,0,0,5,1,0,1
21436,Km0042437691,,3,1,0.333333,5,2,1,3
21440,ZLoukss,,1,0,0,5,1,0,1
21446,ChilpericL,,1,0,0,4,1,0,1
21449,bxldm0,,1,0,0,0,1,0,1
21451,deborah_tourrel,,1,0,0,10,1,0,1
21454,pascal_p56,,2,0,0,3,2,0,2
21455,bezurkel,,3,0,0,5,2,0,2
21461,isolapine,,1,0,0,4,1,0,1
21463,bibig1964,,1,0,0,7,1,0,1
21464,kopp_art,,2,0,0,0,2,0,2
21467,XX_XXsXX_XX,,1,0,0,5,1,0,1
21469,RobotPolitique,,1,0,0,4,1,0,1
21471,vynceo,,1,0,0,4,1,0,1
21472,les_inter,,1,0,0,0,1,0,1
21474,FloCastorama,,13,0,0,5,7,0,7
21482,MoszykM,,2,0,0,7,2,0,2
21483,AlixPcb,,1,0,0,0,1,0,1
21485,Aiphos2,,1,0,0,4,1,0,1
21494,PinkMoBack,,1,0,0,7,1,0,1
21501,TheUlouh,,1,0,0,0,1,0,1
21503,fabius10scudi,,1,0,0,7,1,0,1
21519,Marie___N,,1,0,0,0,1,0,1
21523,alexdelvalle3,,1,92,92,7,0,92,92
21524,Cg3Cricri,,4,0,0,10,4,0,4
21528,BaeDeGoji,,2,0,0,1,2,0,2
21529,dupuis_mathys,,3,0,0,4,3,0,3
21530,ise94_,,1,0,0,5,1,0,1
21535,emmaladresse,,1,0,0,0,1,0,1
21537,lucille_maas,,1,0,0,0,1,0,1
21538,AtoriaPrim,,1,0,0,0,1,0,1
21541,hexagone___,,12,134,11.166667,5,2,99,101
21543,varn0v,,3,0,0,0,1,0,1
21548,SimonDevelop,,1,0,0,5,1,0,1
21550,uronlyprettyboi,,1,0,0,0,1,0,1
21551,burger_phoenix,,2,0,0,5,2,0,2
21552,florany66,,3,0,0,4,1,0,1
21555,m_monpre,,2,0,0,4,2,0,2
21556,lacomarca_rules,,1,0,0,0,1,0,1
21560,gravite_zero,,2,0,0,5,1,0,1
21561,ppelezMoiVi,,2,0,0,0,1,0,1
21562,DenisMerlu,,4,0,0,5,3,0,3
21565,fanadesoso,,1,0,0,5,1,0,1
21567,ElieBomaye01,,1,0,0,4,1,0,1
21568,LePatrioteMetis,,2,0,0,5,2,0,2
21570,Larebeyrolle,,1,0,0,10,1,0,1
21571,amabipbip,,5,0,0,5,4,0,4
21572,luce7445,,1,0,0,4,1,0,1
21573,Deer174229,,1,0,0,4,1,0,1
21574,NLichtensztein,,1,0,0,1,1,0,1
21577,GillesBastard06,,1,0,0,5,1,0,1
21580,NoelFlan2302,,1,0,0,5,1,0,1
21582,Claralex_,,1,0,0,0,1,0,1
21585,BMieyan,,1,0,0,5,1,0,1
21586,ArtuCoralie3,,5,0,0,5,1,0,1
21595,generalbombeur,,6,0,0,5,2,0,2
21602,BenSleky19,,2,0,0,5,2,0,2
21609,NanamiMinmi,,1,0,0,0,1,0,1
21610,AntoineBoudine1,,2,2,1,0,1,2,3
21612,Pierre_GTIL,,1,0,0,5,1,0,1
21614,fearthegones2,,3,0,0,5,2,0,2
21619,Sachadici,,2,2,1,7,0,2,2
21623,hb_suzanne,,3,0,0,7,2,0,2
21624,phamthikang,,1,0,0,0,1,0,1
21625,_PicoBogue_,,2,0,0,0,2,0,2
21626,Shana_Zen,,4,0,0,0,4,0,4
21627,MMonlau,,2,0,0,4,2,0,2
21638,JehanTonnerre,,2,0,0,5,1,0,1
21642,cartospheriste,,5,0,0,5,3,0,3
21654,Plagiste4you,,1,1,1,4,0,1,1
21655,LLailatak,,1,0,0,7,1,0,1
21662,Lili70569237,,3,0,0,9,3,0,3
21665,Mike_Bresse,,2,0,0,7,2,0,2
21670,OlivierBabeau,,1,106,106,4,0,106,106
21672,Gabriel_le99,,1,0,0,0,1,0,1
21677,AntonLecelte,,1,0,0,1,1,0,1
21684,LouTheSceptic,,3,0,0,0,2,0,2
21686,JojobaVg,,1,0,0,0,1,0,1
21687,Emile38193313,,1,0,0,4,1,0,1
21688,hhbrt_,,1,0,0,0,1,0,1
21690,MWR4e,,1,0,0,7,1,0,1
21691,berserker404,,1,0,0,0,1,0,1
21692,CMitermite,,3,0,0,0,3,0,3
21695,HeroOfTime745,,1,0,0,0,1,0,1
21698,AKHTARMaryam,,1,0,0,0,1,0,1
21699,josanath,,3,0,0,3,3,0,3
21701,Ericv19100V,,1,0,0,7,1,0,1
21702,Verumcard,,1,0,0,5,1,0,1
21706,Oneagaintwice,,2,0,0,0,2,0,2
21712,kenobeth,,1,0,0,0,1,0,1
21714,syndicaloce,,2,0,0,0,2,0,2
21716,LeBybo,,1,0,0,5,1,0,1
21717,Prof_nrv,,1,0,0,0,1,0,1
21720,KankrelaMicha,,3,0,0,1,3,0,3
21721,ImLuciferQuinn,,3,0,0,0,2,0,2
21723,Aime_Catherine,,4,0,0,4,4,0,4
21725,NTRtemoins,,1,0,0,0,1,0,1
21728,lavraieorange,,1,0,0,0,1,0,1
21731,tpaspres,,2,0,0,0,2,0,2
21733,Sh1mii,,1,0,0,5,1,0,1
21734,EIrdub,,1,0,0,4,1,0,1
21736,Ly_Lupin,,1,0,0,0,1,0,1
21740,cesmoichristel,,2,0,0,7,2,0,2
21741,BNJ_mab,,1,0,0,0,1,0,1
21744,CoeurdArticore,,1,0,0,0,1,0,1
21746,kamsouflage,,1,0,0,0,1,0,1
21747,river_phoenix91,,1,0,0,0,1,0,1
21748,pythonissae,,1,0,0,0,1,0,1
21749,psychoergo,,1,0,0,0,1,0,1
21751,nxmor,,2,0,0,1,2,0,2
21753,OuabaidSafia,,1,0,0,1,1,0,1
21754,RomanLANIEL_,,2,0,0,1,2,0,2
21755,50Nuancesdetwt,,3,2,0.666667,5,0,2,2
21756,JulienTwitto,,2,0,0,3,2,0,2
21758,dahlia_lala,,1,0,0,0,1,0,1
21760,arlette_bendl,,2,0,0,4,2,0,2
21761,LucasBoutillie1,,1,0,0,1,1,0,1
21764,AmiensUnef,,1,4,4,1,0,4,4
21768,_SuperLo,,1,0,0,0,1,0,1
21772,verbatimmm__,,2,0,0,0,2,0,2
21774,Duchesse_de_B,,1,0,0,4,1,0,1
21777,dgefr2604,,2,0,0,7,2,0,2
21782,cadidomcortot,,2,0,0,7,2,0,2
21783,Louis__HENRION,,1,0,0,10,1,0,1
21786,maeyyxx,,1,0,0,0,1,0,1
21790,FreyjaCharlie,,11,0,0,4,11,0,11
21793,rpzclaire,,2,0,0,0,2,0,2
21800,maaarie_gllt,,4,0,0,0,3,0,3
21805,LucileL80,,1,0,0,0,1,0,1
21806,Cocarde_Poitie,,1,0,0,5,1,0,1
21808,Subb4k,,2,1,0.5,0,0,1,1
21810,BaptisteCaminad,,1,0,0,0,1,0,1
21811,DarkBed67,,1,0,0,5,1,0,1
21815,Markarian_231,,1,1,1,4,0,1,1
21817,Karib_Hedgehog,,1,0,0,0,1,0,1
21819,agricultrice81,,1,0,0,3,1,0,1
21820,BrunJonathan1,,1,0,0,0,1,0,1
21822,le_Gweg,,1,0,0,0,1,0,1
21825,HadrienF2,,1,0,0,0,1,0,1
21826,neo5906,,1,0,0,10,1,0,1
21828,aureliedelhoume,,1,0,0,0,1,0,1
21831,MaisonPuissante,,1,0,0,0,1,0,1
21832,mathiyouu,,2,0,0,10,2,0,2
21834,BeCallipygian,,3,0,0,1,3,0,3
21837,jeanne_added,,1,0,0,0,1,0,1
21841,shadosaure_,,1,0,0,0,1,0,1
21842,SimonPlume,,2,0,0,0,2,0,2
21843,hautecousure,,1,0,0,0,1,0,1
21845,Matfau,,1,0,0,4,1,0,1
21846,MartinePaca,,1,0,0,10,1,0,1
21848,CaroBadWolf,,1,0,0,0,1,0,1
21849,McKenshai,,1,0,0,0,1,0,1
21851,FoggyApril,,1,0,0,5,1,0,1
21852,SamirRahmani20,,1,0,0,0,1,0,1
21854,AlexFred66,,1,0,0,7,1,0,1
21859,stellanticops,,1,0,0,0,1,0,1
21861,BegocManon,,1,0,0,0,1,0,1
21862,hoeswen,,1,0,0,0,1,0,1
21864,c_lamerde,,1,0,0,0,1,0,1
21866,Dignolong,,1,0,0,0,1,0,1
21868,GrandclaudeN,,1,0,0,9,1,0,1
21870,AuberBertrand,,1,0,0,10,1,0,1
21873,klasavudyia,,1,0,0,0,1,0,1
21875,Nayleraa,,1,0,0,0,1,0,1
21876,CelimeneMy,,1,0,0,0,1,0,1
21879,viveblender,,2,0,0,0,2,0,2
21881,HollowWordsDico,,1,0,0,0,1,0,1
21883,Sthelenos1,,2,0,0,0,2,0,2
21884,Jmacfou,,2,0,0,3,2,0,2
21885,MatthieuFoucher,,2,2,1,0,1,2,3
21886,Whereisha___,,2,0,0,0,2,0,2
21890,abcdefgeto,,1,0,0,0,1,0,1
21892,cinemaetpol,,1,0,0,0,1,0,1
21898,m_jeanjean,,1,0,0,0,1,0,1
21899,PloxyLein,,1,0,0,0,1,0,1
21905,C_DENAGE,,1,0,0,0,1,0,1
21906,GauthierLilith,,1,0,0,0,1,0,1
21907,remilaharie,,3,0,0,10,2,0,2
21908,NinyPurple,,2,0,0,3,2,0,2
21912,luc_vandh,,1,0,0,0,1,0,1
21914,gremlinsgaaang,,1,0,0,0,1,0,1
21915,mxriexmelie,,1,0,0,0,1,0,1
21917,Esxille,,3,0,0,0,1,0,1
21919,Cheguevareck,,3,0,0,1,3,0,3
21922,Deboutcitoyens,,1,0,0,7,1,0,1
21923,noem_29,,1,0,0,0,1,0,1
21927,urbany73,,5,0,0,7,5,0,5
21936,passe_lp2,,1,0,0,0,1,0,1
21937,Cub0x1,,1,0,0,0,1,0,1
21939,SteddieLov3r,,1,0,0,0,1,0,1
21941,ifbhbleu,,1,0,0,4,1,0,1
21947,DsireRoua,,1,0,0,0,1,0,1
21948,FredericLefevre,,1,0,0,4,1,0,1
21950,kassv_,,1,0,0,0,1,0,1
21952,m64tweet,,1,0,0,9,1,0,1
21953,as_trujillo,,1,0,0,3,1,0,1
21954,_rebelrebel,,2,0,0,0,2,0,2
21955,mynameslau,,1,0,0,0,1,0,1
21958,goulven100,,1,0,0,4,1,0,1
21959,michelelemone,,3,0,0,7,3,0,3
21965,fIohres,,2,0,0,0,2,0,2
21966,Lino__sk,,1,0,0,0,1,0,1
21967,ChristianVolle,,4,5,1.25,4,0,4,4
21969,PraxisTerokNor,,2,0,0,4,2,0,2
21970,VODKamakura,,1,0,0,5,1,0,1
21971,DarkhousegraphX,,1,8,8,7,0,8,8
21972,LudovicJ64,,1,0,0,0,1,0,1
21975,FMORINIERE,,1,0,0,4,1,0,1
21976,docteurpepe,,2,1,0.5,10,1,1,2
21979,Cyril1692,,1,0,0,7,1,0,1
21980,Papy_cinq_cent,,1,0,0,4,1,0,1
21982,BeaLor81,,3,0,0,9,3,0,3
21984,UntelUntel5,,2,0,0,0,2,0,2
21985,Marsides,,1,0,0,7,1,0,1
21986,Cailha_K,,2,0,0,0,2,0,2
21988,boomer_teddy,,1,0,0,0,1,0,1
21990,JoliXavier,,1,0,0,4,1,0,1
21992,descombes_g,,1,0,0,6,1,0,1
21994,marcbouvier_,,1,0,0,0,1,0,1
21995,pistachenoire1,,1,0,0,4,1,0,1
21996,clementine00000,,1,0,0,0,1,0,1
21997,le_kalloca,,3,0,0,0,3,0,3
21999,GAlbucher,,1,0,0,4,1,0,1
22000,SONZOGNIFerdin1,,1,0,0,5,1,0,1
22001,coronalcoolise,,1,0,0,0,1,0,1
22003,CmKlbs,,1,0,0,4,1,0,1
22007,MHoussayH,,2,0,0,0,1,0,1
22008,axantmat,,1,0,0,4,1,0,1
22009,18Veille,,2,0,0,0,2,0,2
22015,lmbd_rose,,3,0,0,0,2,0,2
22016,AzriaJasmine,,1,0,0,4,1,0,1
22019,Samanth95224370,,1,0,0,9,1,0,1
22020,drigbil,,1,0,0,0,1,0,1
22023,Fanduzep,,1,0,0,0,1,0,1
22024,BotPied,,1,0,0,0,1,0,1
22025,Mayteelemon,,2,0,0,1,2,0,2
22031,Litteul_Kevin,,1,0,0,1,1,0,1
22036,JeanXcoucou,,2,0,0,4,2,0,2
22037,RedBlueBlur25,,1,0,0,0,1,0,1
22039,Nadinemarie762,,3,0,0,4,3,0,3
22040,BzhJoshua,,1,0,0,3,1,0,1
22041,serab_ilane1,,7,0,0,4,7,0,7
22042,CatInSpace10,,1,0,0,0,1,0,1
22048,BernadetteReine,,1,0,0,3,1,0,1
22055,luca58043,,1,0,0,10,1,0,1
22057,MonsieurIrma,,1,0,0,0,1,0,1
22061,MauriceMolinero,,7,0,0,4,7,0,7
22062,Emilie99056496,,1,0,0,4,1,0,1
22063,GwenPMLG,,2,0,0,0,1,0,1
22066,erwanfischer,,1,0,0,4,1,0,1
22069,FerradouJeanne,,2,0,0,3,2,0,2
22072,Anael_Y,,1,0,0,0,1,0,1
22073,Redneck43835020,,1,0,0,7,1,0,1
22077,Olive_foutue,,1,0,0,0,1,0,1
22079,ArtillerieTV,,1,0,0,0,1,0,1
22080,_Rosarya,,1,0,0,0,1,0,1
22081,tartepidrou,,2,0,0,0,2,0,2
22082,AmicalementB,,1,0,0,0,1,0,1
22087,bodegi01,,1,0,0,7,1,0,1
22088,manue5456,,1,0,0,10,1,0,1
22089,romaindurand,,2,0,0,0,2,0,2
22091,DONTOMASIN0,,1,0,0,4,1,0,1
22092,OrthoposseumOff,,5,0,0,0,3,0,3
22094,metalquearsolid,,5,0,0,0,3,0,3
22095,laputaratatata,,1,0,0,0,1,0,1
22097,DanteTouchMe_,,1,0,0,0,1,0,1
22099,antoinejacques1,,1,0,0,3,1,0,1
22104,eliomaurice02,,1,0,0,0,1,0,1
22105,goldaguetta,,1,0,0,7,1,0,1
22106,SalieriSin,,1,0,0,0,1,0,1
22108,BIOCREPES1,,3,0,0,4,2,0,2
22111,chuchotemoi,,1,0,0,0,1,0,1
22112,littlegirl0612,,1,0,0,0,1,0,1
22113,Cecile_Rilhac,,1,9,9,0,0,9,9
22115,InitialsBB,,1,0,0,0,1,0,1
22116,MoreauFrederi13,,1,0,0,4,1,0,1
22117,DianeM69W1,,1,0,0,4,1,0,1
22119,UnodieC,,2,0,0,4,2,0,2
22121,IE_Gekko,,1,0,0,10,1,0,1
22122,gaillardevelyn1,,1,0,0,4,1,0,1
22125,Queerologie,,2,0,0,3,2,0,2
22126,PatleNormand1,,1,0,0,4,1,0,1
22128,Martine16184946,,2,0,0,4,1,0,1
22129,NIKOLAUSVEVO,,1,0,0,0,1,0,1
22130,JeromeFeryn,,1,0,0,0,1,0,1
22131,Rose_Dauj,,1,0,0,4,1,0,1
22132,lecheylard59,,1,0,0,3,1,0,1
22134,Kinouss974,,2,0,0,0,2,0,2
22135,p_abra45000,,2,0,0,7,2,0,2
22136,SergeDoucet3,,1,0,0,4,1,0,1
22137,micklvl,,1,0,0,0,1,0,1
22139,LUCKYSTR1KE_,,1,0,0,0,1,0,1
22142,JonathanNey_,,1,0,0,0,1,0,1
22146,thomas_pennec,,1,0,0,7,1,0,1
22147,humbertrv,,1,0,0,7,1,0,1
22150,esab14,,1,0,0,4,1,0,1
22155,C4nKing,,1,0,0,0,1,0,1
22156,Gabriel55183981,,1,0,0,9,1,0,1
22157,TendanceRouge,,2,0,0,1,1,0,1
22158,hopefreefrance,,1,0,0,7,1,0,1
22162,Athozus,,2,0,0,10,2,0,2
22163,Sainte_Ley,,1,0,0,0,1,0,1
22169,TFouqueau,,1,0,0,0,1,0,1
22171,AurelieTraore14,,1,0,0,0,1,0,1
22175,G_Roquette,,1,0,0,4,1,0,1
22178,_CalamityJames_,,2,0,0,0,1,0,1
22180,YannBertin6,,1,4,4,7,0,4,4
22181,HypAubeCeleste,,4,0,0,0,3,0,3
22185,asaproro_,,1,0,0,10,1,0,1
22187,ElessBomz,,2,0,0,0,2,0,2
22190,EvaLongueGoriya,,2,0,0,9,2,0,2
22191,n_hblb,,1,0,0,7,1,0,1
22193,FlorenceThune,,1,3,3,3,0,3,3
22194,BajeuxCamille,,1,0,0,0,1,0,1
22198,electrapatronum,,1,0,0,0,1,0,1
22201,As_mo_deuSs,,1,0,0,0,1,0,1
22204,Crowdagger,,3,5,1.666667,0,1,5,6
22209,Adraboran,,1,0,0,0,1,0,1
22212,bp75011,,1,0,0,9,1,0,1
22213,ManuXenia,,1,0,0,0,1,0,1
22216,quisutdeus8303,,2,0,0,7,2,0,2
22218,_Umik0,,1,0,0,0,1,0,1
22221,GMouron,,1,0,0,0,1,0,1
22222,Shakiamuni,,2,0,0,1,1,0,1
22226,FckDaffy,,3,0,0,7,3,0,3
22227,Mikadorpa,,2,0,0,0,2,0,2
22228,louplrt,,2,0,0,0,1,0,1
22229,PenetLudovic,,2,2,1,4,0,2,2
22231,kuhn_francois,,1,0,0,0,1,0,1
22235,RFchevuoi,,4,0,0,4,1,0,1
22239,alexia_stephan,,2,0,0,0,2,0,2
22241,Cbellage,,1,0,0,7,1,0,1
22244,Cat______0808,,1,0,0,9,1,0,1
22246,lutin_enrage,,1,0,0,4,1,0,1
22251,c_eliinna,,1,0,0,0,1,0,1
22253,GinMora9,,2,3,1.5,7,1,3,4
22255,MtlSeb,,1,0,0,0,1,0,1
22256,Bishopbishoptwo,,2,0,0,7,2,0,2
