Id,Label,timeset,tweets,retweets,rrt,modularity_class,indegree,outdegree,degree
4888,CyberWolfgang8,,1,1,1,4,0,1,1
4889,iamALIENee,,2,0,0,6,2,0,2
4891,JacquesBaudhui2,,1,0,0,6,1,0,1
4892,MadFreaksPride,,1,0,0,0,1,0,1
4893,PGriselin,,5,11,2.2,7,4,10,14
4895,SilverTummy,,1,0,0,0,1,0,1
4897,Femina_Europa,,1,0,0,7,1,0,1
4900,KXS_HeyHey_MyMy,,1,0,0,4,1,0,1
4901,OttoVonGregory1,,3,0,0,4,3,0,3
4902,kf9533,,1,0,0,4,1,0,1
4904,PerleduSud13,,2,0,0,7,2,0,2
4905,melisangeles,,1,0,0,0,1,0,1
4906,PatriciaElodieB,,8,1,0.125,5,5,1,6
4907,franck7217,,1,0,0,6,1,0,1
4908,frantztoussaint,,2,1,0.5,7,1,1,2
4909,Mf94628141,,1,0,0,6,1,0,1
4913,legendrsteven,,1,0,0,4,1,0,1
4914,GaranceShan,,4,0,0,4,4,0,4
4915,erenmyblvd,,5,0,0,0,3,0,3
4916,Nouv_Energie,,1,0,0,4,1,0,1
4917,guettymorel,,3,0,0,6,3,0,3
4918,GabrielChoulet,,6,4,0.666667,7,1,2,3
4920,Australis2000,,4,0,0,4,2,0,2
4921,cecilet09924864,,1,0,0,6,1,0,1
4922,BCerulli,,1,0,0,4,1,0,1
4923,Sv_enera,,3,0,0,4,3,0,3
4925,Wonder_Vesper,,1,0,0,0,1,0,1
4926,Sunrise_PWT,,1,0,0,0,1,0,1
4927,Brunehau,,11,0,0,4,6,0,6
4928,Jesberger,,1,0,0,4,1,0,1
4929,dantistsky,,1,0,0,4,1,0,1
4931,mdx63,,9,0,0,7,8,0,8
4932,miko_s_53,,2,0,0,7,1,0,1
4933,delameluche,,2,0,0,4,2,0,2
4934,Vyrann_D,,3,0,0,0,3,0,3
4935,europesperance,,1,0,0,6,1,0,1
4937,JosephMarie2023,,1,0,0,1,1,0,1
4939,Leonora77861325,,2,0,0,6,2,0,2
4940,NEnergieVienne,,1,0,0,4,1,0,1
4941,JeanFauville,,3,0,0,6,3,0,3
4942,Abytacle,,1,0,0,0,1,0,1
4944,EchangesLibres,,5,0,0,4,3,0,3
4945,FredericCachera,,2,0,0,6,2,0,2
4947,oliviersauton,,1,0,0,6,1,0,1
4949,loulali04071,,1,0,0,6,1,0,1
4950,CRolandin,,1,0,0,4,1,0,1
4953,Alexand54009544,,1,0,0,6,1,0,1
4954,PierreB48670307,,5,5,1,4,3,5,8
4955,MARdeix,,1,0,0,6,1,0,1
4956,maximeguay06,,1,0,0,4,1,0,1
4957,jMdEhErde,,1,0,0,6,1,0,1
4958,BacelarMarie,,4,0,0,10,4,0,4
4959,ActusNonStop,,4,10,2.5,6,0,10,10
4960,nodrygo,,6,0,0,4,6,0,6
4961,BarbaroAmelie,,1,0,0,5,1,0,1
4962,Pierre_Anselmo,,2,0,0,4,2,0,2
4963,AntoineBomby,,1,0,0,4,1,0,1
4964,forcerose,,1,0,0,0,1,0,1
4965,axelfrtier,,1,0,0,4,1,0,1
4966,JBDF0018,,1,0,0,4,1,0,1
4968,smog59,,1,0,0,6,1,0,1
4969,Nyx_talope,,2,0,0,0,2,0,2
4971,TheraTwit,,1,0,0,7,1,0,1
4972,BurgPatricia2,,3,0,0,4,3,0,3
4974,Olibon5,,4,0,0,9,3,0,3
4977,baverel_season4,,2,1,0.5,5,1,1,2
4978,FelixWalden,,1,0,0,6,1,0,1
4979,lattention_info,,8,1,0.125,4,5,1,6
4980,Happelle,,3,0,0,4,3,0,3
4981,yellistiziri,,1,0,0,6,1,0,1
4982,loonamywor1d,,1,0,0,0,1,0,1
4983,ShadowMinos86,,8,0,0,10,7,0,7
4984,paulineectar,,3,0,0,0,2,0,2
4985,OulmiMalik,,2,0,0,6,2,0,2
4986,davidlisnard,,2,260,130,4,1,260,261
4987,Miquel82665386,,1,0,0,7,1,0,1
4988,Ro_binette,,2,0,0,6,2,0,2
4989,ghisc3,,1,0,0,6,1,0,1
4992,remigier,,1,0,0,6,1,0,1
4994,White_Resort88,,1,1,1,5,0,1,1
4996,LastBaboon,,1,0,0,6,1,0,1
4999,yayamorvan,,2,0,0,6,2,0,2
5000,chance4france,,1,0,0,6,1,0,1
5001,ckeva31,,3,0,0,4,3,0,3
5002,fakala_973,,1,0,0,5,1,0,1
5003,LesmediasM,,3,1,0.333333,10,0,1,1
5004,Rychpas1,,4,0,0,7,3,0,3
5005,BilodeauMb,,1,0,0,7,1,0,1
5006,karmarais,,1,0,0,6,1,0,1
5008,DecrouyWoody,,3,0,0,3,3,0,3
5009,mayaapelangi,,1,0,0,6,1,0,1
5010,Antoinedc1956,,3,0,0,7,2,0,2
5012,_omen1K,,2,0,0,0,2,0,2
5014,annebormans,,1,0,0,6,1,0,1
5015,Break08Stephane,,8,0,0,7,7,0,7
5017,AnnickBolo,,5,0,0,9,5,0,5
5018,CannVirginie,,1,0,0,6,1,0,1
5020,lunaemeam,,3,0,0,4,3,0,3
5021,prost_didier,,1,0,0,6,1,0,1
5022,PDomengetLH,,1,0,0,3,1,0,1
5023,PdesEsseintes,,1,0,0,6,1,0,1
5027,UlysseUorem,,5,0,0,5,4,0,4
5029,flavv_grintt,,3,0,0,0,1,0,1
5030,Philippe_Thines,,4,0,0,4,4,0,4
5031,Critiqu78451388,,1,0,0,6,1,0,1
5034,FCOUILBAULT1,,1,206,206,6,0,206,206
5037,pauvrechevalier,,9,0,0,0,8,0,8
5038,AlexCine5,,1,0,0,6,1,0,1
5039,RN93officiel,,7,0,0,7,7,0,7
5040,Kdr11021,,1,0,0,6,1,0,1
5041,HamrimK,,1,0,0,6,1,0,1
5042,Etrange43905368,,1,0,0,6,1,0,1
5043,saidabensalem2,,1,0,0,6,1,0,1
5044,pararat04,,1,0,0,6,1,0,1
5045,GentlemanShaco,,1,0,0,6,1,0,1
5046,Passeggiatta,,2,0,0,7,2,0,2
5047,MGrossiord,,1,0,0,6,1,0,1
5048,Krieger66362259,,4,7,1.75,7,1,6,7
5049,antonin_tragan,,1,0,0,3,1,0,1
5050,Twitwarrior1418,,23,0,0,4,19,0,19
5052,BlogArtiste,,3,0,0,7,2,0,2
5053,YAscouet,,1,0,0,6,1,0,1
5055,TimaUrielle,,3,0,0,7,3,0,3
5056,BeteDieu,,2,0,0,5,2,0,2
5057,UnionCoLib,,2,0,0,0,2,0,2
5058,SEUnsa76,,1,0,0,3,1,0,1
5059,UnRequinTigre,,1,0,0,0,1,0,1
5060,Adrienne2_0,,3,0,0,10,3,0,3
5061,johannacornou,,1,0,0,3,1,0,1
5063,Solenflore,,6,0,0,0,5,0,5
5064,lauredeschamps,,1,0,0,6,1,0,1
5065,Ella_Douce,,1,0,0,6,1,0,1
5066,_KamsT,,8,0,0,4,7,0,7
5068,GiseleDemers,,1,0,0,6,1,0,1
5069,Francois85d,,1,0,0,0,1,0,1
5071,Benoit2Fleurac,,2,0,0,10,2,0,2
5073,MarieeiraMFauve,,2,0,0,6,2,0,2
5074,aurphael314,,1,0,0,6,1,0,1
5075,Ariaaa_____,,1,0,0,0,1,0,1
5076,Roxanephoto,,1,0,0,7,1,0,1
5077,doramoutot,,10,124,12.4,4,4,113,117
5078,Ariawiham,,4,0,0,0,4,0,4
5079,babylabibux,,1,0,0,0,1,0,1
5080,preciousdoe3,,2,0,0,6,1,0,1
5081,Sasha_tte,,3,0,0,0,3,0,3
5082,Aryadureel,,1,0,0,6,1,0,1
5083,marionenrd,,5,0,0,4,5,0,5
5084,julien_bhz,,1,0,0,5,1,0,1
5085,babonnay,,2,1,0.5,6,1,1,2
5086,gaydrian_smith,,6,0,0,0,6,0,6
5087,GeroCaserio,,2,0,0,0,2,0,2
5088,PhoenixEndiable,,2,0,0,0,2,0,2
5089,MeimounMartine,,4,0,0,4,4,0,4
5092,TurcFanny,,2,0,0,6,2,0,2
5093,LaGaffeBLBLBLBL,,4,0,0,0,4,0,4
5095,Xtel7856,,4,0,0,7,3,0,3
5096,13_Thermidor,,4,0,0,6,4,0,4
5097,Soganoff,,13,0,0,5,10,0,10
5098,WrinkledLyah,,1,0,0,6,1,0,1
5099,isadebray,,1,0,0,6,1,0,1
5100,kreabinz,,1,0,0,6,1,0,1
5103,anneAESH,,1,0,0,0,1,0,1
5104,Anna29vso,,4,0,0,6,4,0,4
5105,namastekanis210,,1,0,0,5,1,0,1
5106,CornecMerlet,,1,0,0,6,1,0,1
5107,MontcelDu,,1,0,0,6,1,0,1
5109,tournie_digiov,,1,0,0,6,1,0,1
5110,lmpt63,,1,0,0,6,1,0,1
5111,Tempora19248674,,29,0,0,5,23,0,23
5114,JorisGoncalves,,3,0,0,0,3,0,3
5115,DionJack2,,4,3,0.75,6,3,3,6
5117,MarcelFrancisci,,1,0,0,6,1,0,1
5118,LadySifflet,,1,0,0,6,1,0,1
5119,NicoPeguy,,3,0,0,7,3,0,3
5120,AudreySchaffter,,3,2,0.666667,9,1,2,3
5121,Le_blog_d_HB,,3,0,0,7,3,0,3
5124,arsenik_n,,1,0,0,0,1,0,1
5126,AnsartJM,,5,0,0,7,5,0,5
5127,Lobak_greg,,6,0,0,7,5,0,5
5128,jacquemardcl,,2,0,0,7,2,0,2
5132,MadiSeydi,,2,0,0,7,2,0,2
5133,Soryalis,,10,0,0,5,10,0,10
5134,Badaboum_nxt,,1,0,0,6,1,0,1
5136,patmarc311,,10,0,0,7,10,0,10
5137,AlainBristiel,,1,0,0,6,1,0,1
5138,ClorddeWinter,,3,0,0,0,2,0,2
5139,Blyzarus,,1,0,0,6,1,0,1
5140,YvesGernigon,,4,0,0,7,4,0,4
5141,Charpentiernad4,,1,0,0,6,1,0,1
5143,AlainFreby,,8,0,0,9,8,0,8
5145,michael_ctl,,1,0,0,6,1,0,1
5146,Linasecours2,,1,0,0,6,1,0,1
5149,drolette11,,11,0,0,0,11,0,11
5150,NathalieSchira,,1,0,0,6,1,0,1
5152,DoloresMorisset,,1,0,0,6,1,0,1
5154,mis_sylvie,,1,0,0,9,1,0,1
5155,p4bl0,,1,0,0,0,1,0,1
5156,DeloisFlorine,,1,0,0,6,1,0,1
5157,CorinneReverbel,,2,0,0,6,1,0,1
5158,LeprocAlain,,1,0,0,6,1,0,1
5165,BCHORLIET,,2,0,0,1,2,0,2
5166,Gogdelanuit,,3,0,0,0,3,0,3
5167,tchenglaurence,,1,0,0,6,1,0,1
5170,alexguada,,1,0,0,6,1,0,1
5171,nouveauregard91,,6,0,0,7,4,0,4
5172,RosectmindsI,,3,0,0,9,3,0,3
5173,Jay_De_Lille,,1,0,0,0,1,0,1
5174,GuillaumeBallo2,,4,0,0,6,2,0,2
5176,nadia_debailly,,3,0,0,0,2,0,2
5177,Chacha78180,,7,0,0,7,7,0,7
5179,lola_ilola,,5,0,0,6,2,0,2
5181,hirezias,,1,0,0,0,1,0,1
5182,temptoetiam,,3,0,0,0,3,0,3
5183,MadelineLPolles,,7,0,0,4,6,0,6
5185,sarahhtatouille,,4,0,0,6,2,0,2
5186,Paulineschol,,1,0,0,0,1,0,1
5187,Hydrure,,10,0,0,10,9,0,9
5188,Hudson_1312,,3,0,0,0,3,0,3
5189,LemieuxMarie3,,2,0,0,7,2,0,2
5190,_Hysope,,1,0,0,0,1,0,1
5191,Miserarium,,3,0,0,1,2,0,2
5192,teembsassa,,5,0,0,7,4,0,4
5194,Calyss11,,1,7,7,6,0,7,7
5195,RemySirvent,,1,0,0,3,1,0,1
5196,BeGogoks,,1,0,0,6,1,0,1
5197,Claudio04653678,,1,0,0,6,1,0,1
5198,trcha92,,4,0,0,3,4,0,4
5199,wilmotradfem,,4,6,1.5,4,2,6,8
5202,_Traaron,,2,0,0,0,2,0,2
5203,YvesPDB,,7,0,0,9,7,0,7
5204,TJanville,,9,0,0,7,9,0,9
5208,sandra120814,,5,4,0.8,7,4,4,8
5209,wherezkarl,,2,0,0,0,2,0,2
5212,Nierousse,,6,0,0,0,4,0,4
5213,ConconLouison,,7,6,0.857143,0,2,6,8
5214,Charlinebeux,,1,1,1,0,0,1,1
5215,francequateur,,1,0,0,6,1,0,1
5216,AdeleTellez,,5,16,3.2,0,3,16,19
5218,DegasSylvia,,3,0,0,4,2,0,2
5219,Margueritestern,,18,1387,77.055556,4,4,1044,1048
5221,chantal_colland,,8,0,0,9,8,0,8
5222,BrunhildeDrot,,10,0,0,7,10,0,10
5223,IciarSerge,,3,0,0,6,2,0,2
5224,Mcp38563922,,13,0,0,5,11,0,11
5225,alphamoonlight,,3,2,0.666667,0,1,2,3
5226,Cassoulet_,,3,0,0,0,1,0,1
5229,DelphinePineda,,1,0,0,6,1,0,1
5230,HigueroLucien,,1,0,0,6,1,0,1
5232,PoupiLoutre1312,,5,0,0,0,5,0,5
5233,CorralesJoelle,,3,0,0,7,2,0,2
5234,Ronan01146319,,1,0,0,6,1,0,1
5235,Christine26320,,15,0,0,7,14,0,14
5238,CaroleAstier,,2,0,0,0,2,0,2
5239,philippe_dormoy,,4,0,0,5,4,0,4
5240,yamnhn,,1,0,0,6,1,0,1
5242,alicelibre,,8,0,0,4,6,0,6
5243,MatSoprano,,9,0,0,5,7,0,7
5244,GAgnoscere,,1,0,0,6,1,0,1
5245,AmauryBrelet,,3,67,22.333333,7,2,67,69
5246,Zagor772,,3,0,0,7,3,0,3
5247,naimamfaddel,,2,0,0,4,2,0,2
5249,tpoba,,3,0,0,6,2,0,2
5250,FrancineLabre17,,1,0,0,6,1,0,1
5252,titpudding,,8,0,0,0,7,0,7
5253,artemisdourse,,1,0,0,0,1,0,1
5254,DemystifyOccidn,,1,0,0,6,1,0,1
5256,yesnom0re,,1,0,0,0,1,0,1
5257,DumArmani,,1,0,0,6,1,0,1
5259,ThibaultG8,,1,0,0,0,1,0,1
5260,JeanAy19,,3,0,0,5,2,0,2
5261,jerem_barra,,1,0,0,6,1,0,1
5262,elleestcybele,,5,0,0,0,5,0,5
5263,ProjettiSybille,,1,0,0,6,1,0,1
5266,yetAnotherCis,,4,0,0,0,3,0,3
5267,MissTrottinette,,3,0,0,9,3,0,3
5268,GrosUsai,,2,0,0,1,2,0,2
5271,Colombero1,,1,0,0,3,1,0,1
5272,isk3004,,5,0,0,7,5,0,5
5273,Lemerignan,,10,0,0,10,10,0,10
5274,Mazurk34,,2,0,0,5,2,0,2
5275,SFlix7,,4,0,0,7,4,0,4
5276,mimooooox,,1,0,0,6,1,0,1
5277,CandideEric,,1,0,0,6,1,0,1
5278,Libre878110,,9,0,0,7,9,0,9
5279,AphaOmegaDelta,,1,0,0,5,1,0,1
5280,caramelbrown60,,3,1,0.333333,6,1,1,2
5281,rldcoralie,,1,0,0,0,1,0,1
5283,ClaireTrmr,,1,0,0,3,1,0,1
5285,CharlotteBarrot,,1,0,0,6,1,0,1
5286,EtreTrans,,8,7,0.875,4,3,6,9
5287,JoMall_13,,4,0,0,0,2,0,2
5288,charlyvasc,,1,0,0,6,1,0,1
5289,JeromeBegle,,1,0,0,3,1,0,1
5290,TomtomGlade,,2,0,0,9,2,0,2
5291,mammamonstera,,3,0,0,4,3,0,3
5292,nath28564,,1,0,0,1,1,0,1
5293,c345tEn56kOrmOa,,12,8,0.666667,4,3,4,7
5295,TModerniste,,1,0,0,6,1,0,1
5296,isabellem480,,8,0,0,5,5,0,5
5297,jaguard22222,,15,6,0.4,7,12,6,18
5299,Zeniba35,,1,0,0,6,1,0,1
5300,RouhaniaK,,1,0,0,4,1,0,1
5301,LxkaHR,,1,0,0,5,1,0,1
5302,gracephiliac,,1,0,0,6,1,0,1
5303,RaphaeleSinai,,1,0,0,5,1,0,1
5304,lalstev,,3,0,0,4,3,0,3
5305,douchink,,1,0,0,7,1,0,1
5307,RodriguezVince3,,2,0,0,10,2,0,2
5308,hisokanal,,3,0,0,0,2,0,2
5309,MelanieJaoul,,3,0,0,0,3,0,3
5310,arnaldur1,,6,0,0,9,3,0,3
5312,Mrgrr_,,2,0,0,7,2,0,2
5315,Georgette1918,,1,0,0,6,1,0,1
5317,MioMediator,,1,0,0,0,1,0,1
5318,odile31,,9,0,0,0,9,0,9
5319,_excel_lente,,1,0,0,0,1,0,1
5320,banditxs161,,1,0,0,0,1,0,1
5321,Britt14251800,,1,0,0,7,1,0,1
5322,PirotFrederique,,3,0,0,5,3,0,3
5324,manon_grvrt,,4,0,0,0,3,0,3
5325,Youkounkoun75,,2,0,0,4,2,0,2
5326,lnn_dng,,2,0,0,0,2,0,2
5327,BActualites,,11,0,0,5,9,0,9
5328,FlettTarti,,13,19,1.461538,0,7,19,26
5329,56chatmiaouchat,,2,0,0,9,2,0,2
5330,daniellvi14,,5,0,0,7,4,0,4
5331,CaptNettle,,5,0,0,0,5,0,5
5333,JFouletier91,,2,0,0,0,2,0,2
5335,KevinMadiba,,1,0,0,6,1,0,1
5336,Rand0mPseud0,,7,0,0,0,3,0,3
5339,Chaisqcestpire,,3,0,0,7,3,0,3
5340,EChalmeton,,1,0,0,1,1,0,1
5341,educnat60,,1,0,0,3,1,0,1
5342,kerlon__lc,,1,0,0,6,1,0,1
5343,BCypreschauve,,3,0,0,10,3,0,3
5344,CHLOUBE04,,5,0,0,7,5,0,5
5345,no_eternam,,1,0,0,6,1,0,1
5346,CoraxBzh,,1,0,0,4,1,0,1
5348,EricValernes,,7,0,0,4,6,0,6
5351,alrsefne,,1,0,0,0,1,0,1
5352,BolivarZbeck,,1,0,0,6,1,0,1
5353,Pinkmartini7581,,1,0,0,6,1,0,1
5354,ram_blanrem,,3,0,0,4,2,0,2
5358,moustiquette2,,5,0,0,7,5,0,5
5359,delalande72,,8,0,0,7,7,0,7
5360,JeanGuile83,,1,0,0,6,1,0,1
5361,artistelibre,,1,0,0,6,1,0,1
5362,SoFresh_Dono,,1,0,0,0,1,0,1
5366,Lemourillonnais,,5,0,0,5,5,0,5
5367,traindespensees,,1,0,0,0,1,0,1
5369,Marie02636514,,1,0,0,7,1,0,1
5370,MikaMuscle,,1,0,0,6,1,0,1
5372,R16102020,,3,0,0,7,3,0,3
5375,bonnyjulie3,,68,45,0.661765,5,33,32,65
5376,wantedinfo1974,,1,0,0,4,1,0,1
5377,PatrickKlumb,,4,0,0,7,4,0,4
5379,HudryHien,,1,0,0,6,1,0,1
5380,MiniLicorne69,,20,0,0,7,18,0,18
5382,pikbrenn,,8,0,0,4,8,0,8
5384,rs3driver,,2,0,0,5,2,0,2
5386,CaptainMolko,,2,0,0,0,2,0,2
5388,MassimilianoRPP,,1,0,0,6,1,0,1
5394,enky,,5,0,0,0,5,0,5
5396,Carl_Marois,,2,0,0,7,2,0,2
5399,SoutienZ,,1,0,0,6,1,0,1
5400,EELV92,,3,0,0,1,3,0,3
5402,chris_samael,,1,0,0,6,1,0,1
5404,urethesanctuary,,1,0,0,0,1,0,1
5406,GuyFrancis5,,3,1,0.333333,4,2,1,3
5407,EllaVinted,,1,0,0,0,1,0,1
5411,Agapetosmiseric,,1,0,0,5,1,0,1
5413,TeeteeDLuffy,,2,0,0,7,1,0,1
5415,c_drouault,,2,0,0,4,2,0,2
5416,chanartdraw,,3,0,0,0,3,0,3
5417,Brownbunny75,,1,0,0,0,1,0,1
5418,YaelMellul,,3,0,0,4,2,0,2
5419,Daikoman1,,8,0,0,10,6,0,6
5421,elio_brz,,5,0,0,0,5,0,5
5422,Emilie_Very,,1,0,0,6,1,0,1
5423,ALittlePoppy,,4,0,0,0,4,0,4
5424,Ced__14__,,8,0,0,5,6,0,6
5426,SamiAntoineF,,3,0,0,5,2,0,2
5427,NicolasMiguet,,3,0,0,9,3,0,3
5428,ekt0pl4sm4,,4,0,0,0,4,0,4
5431,pascale2025021,,1,0,0,7,1,0,1
5434,EricDrelon,,1,0,0,6,1,0,1
5435,VHPREUI,,3,0,0,7,3,0,3
5436,_batou_,,3,12,4,0,0,11,11
5439,vacuiTCA,,1,0,0,0,1,0,1
5440,Francais_lambda,,8,2,0.25,5,4,1,5
5441,Lohann1011,,1,0,0,6,1,0,1
5442,Distolo,,1,0,0,0,1,0,1
5444,josianevuiller1,,2,0,0,7,2,0,2
5445,JC_unsa,,1,0,0,3,1,0,1
5447,thierry27200,,1,0,0,5,1,0,1
5450,anacolutheD,,2,0,0,0,1,0,1
5451,UnsaFP,,1,0,0,3,1,0,1
5452,_Nyffs_,,2,0,0,0,2,0,2
5454,BZzzzzFR,,5,0,0,7,4,0,4
5456,Christou974,,4,0,0,5,3,0,3
5457,logane_lpcv,,1,0,0,6,1,0,1
5458,lucfarre,,1,0,0,3,1,0,1
5459,FBBlackler,,2,8,4,4,0,8,8
5462,trismus37,,3,0,0,10,3,0,3
5464,CamaradeAnonyme,,14,0,0,0,13,0,13
5465,PassageLyon,,1,0,0,6,1,0,1
5466,lepicurien42,,1,0,0,7,1,0,1
5467,MurielWidawski,,3,0,0,4,2,0,2
5469,dilangeherr,,1,0,0,6,1,0,1
5471,Larabaron9,,4,0,0,5,3,0,3
5472,DavidB21620399,,3,0,0,9,2,0,2
5476,ChristelledMely,,1,0,0,5,1,0,1
5478,plenertA,,20,0,0,5,13,0,13
5479,Reveident,,2,0,0,9,2,0,2
5480,jet1oeil,,2,0,0,9,2,0,2
5481,Ecrins6,,3,12,4,4,1,12,13
5485,ernchau,,2,0,0,4,2,0,2
5488,RomainRomberth,,1,0,0,5,1,0,1
5489,SurBarre,,1,0,0,6,1,0,1
5491,Leila__craft,,7,0,0,0,7,0,7
5492,Kyatsuki_,,1,0,0,0,1,0,1
5493,FVaysse,,1,0,0,3,1,0,1
5494,Art3misLouh,,1,0,0,6,1,0,1
5495,thierry_kabange,,1,0,0,6,1,0,1
5497,jean_charles19,,1,0,0,7,1,0,1
5498,UNSA_officiel,,1,27,27,3,0,27,27
5499,lumierestellair,,1,0,0,6,1,0,1
5501,Bertran29022151,,7,0,0,6,7,0,7
5502,ptitpioupiou2,,2,0,0,7,2,0,2
5505,cmdrDiscoCat,,3,0,0,0,2,0,2
5506,Cieldecristal1,,3,0,0,7,3,0,3
5507,marieklaude19,,8,0,0,7,6,0,6
5508,cest_romain,,1,0,0,1,1,0,1
5510,SarroutaMourad,,6,0,0,7,6,0,6
5511,WilfridCoby,,3,0,0,10,2,0,2
5512,mandonnetto,,3,0,0,0,3,0,3
5513,ELmaraboubou,,5,0,0,7,5,0,5
5514,AnnGeigerie,,2,0,0,9,2,0,2
5516,RomanoPatrice,,4,0,0,7,4,0,4
5518,Isa52086148,,1,0,0,7,1,0,1
5519,jeannotdupeuple,,3,0,0,9,3,0,3
5520,SolennKER,,2,0,0,7,2,0,2
5521,AnaDvasti,,2,0,0,4,2,0,2
5522,mufairly,,5,0,0,4,2,0,2
5523,LaFaimDuMonde,,1,0,0,6,1,0,1
5525,aziri_sarah,,1,0,0,0,1,0,1
5528,Some_Writer_Cat,,6,0,0,0,6,0,6
5530,8354_cllt,,10,0,0,4,10,0,10
5531,Loo_Darwin,,2,0,0,6,1,0,1
5533,Ribatejo65,,1,0,0,7,1,0,1
5534,DesignRiopel,,1,0,0,6,1,0,1
5536,__cess_,,3,0,0,0,2,0,2
5539,jldr_ddl,,2,0,0,0,2,0,2
5540,Claretsbastien2,,1,0,0,6,1,0,1
5541,Klairon_,,1,0,0,0,1,0,1
5542,F_Desouche,,5,496,99.2,5,0,376,376
5547,feminicidesfr,,4,3,0.75,4,2,3,5
5548,MichRolland,,2,0,0,6,1,0,1
5551,NicoBardot,,1,0,0,0,1,0,1
5552,BMois40,,2,0,0,4,2,0,2
5553,EugenieVerite,,1,0,0,6,1,0,1
5554,chrisb4444,,1,0,0,4,1,0,1
5556,Ablableu,,1,0,0,0,1,0,1
5557,VouaRV,,4,1,0.25,4,2,1,3
5558,phenix6644,,1,0,0,6,1,0,1
5559,TaekiroHeru,,7,0,0,0,5,0,5
5560,jg92pn,,1,0,0,4,1,0,1
5562,LevyLoiseau,,4,0,0,9,4,0,4
5563,Algomas90940405,,2,0,0,7,2,0,2
5564,MS_H07,,2,0,0,0,2,0,2
5565,HijoHima,,3,1,0.333333,6,1,1,2
5566,FrejavilleV,,1,0,0,6,1,0,1
5567,moodyeh_hmoodye,,1,0,0,6,1,0,1
5568,de_Monsabert,,1,0,0,6,1,0,1
5569,1pseudodeplus,,1,0,0,0,1,0,1
5571,francin_martin,,1,0,0,6,1,0,1
5572,st__gu,,2,0,0,0,2,0,2
5573,_Oct14th,,3,3,1,4,2,3,5
5574,drafi26,,1,0,0,6,1,0,1
5577,TorquetJ,,1,0,0,0,1,0,1
5578,izmyrh,,1,0,0,6,1,0,1
5579,harlock91886782,,1,0,0,7,1,0,1
5580,laurentos_007,,2,0,0,6,1,0,1
5581,The_Economiss,,10,0,0,0,10,0,10
5582,dimlecitoyen,,3,0,0,10,3,0,3
5585,Edgarchouille,,14,0,0,0,9,0,9
5587,Neea6,,9,0,0,0,9,0,9
5589,vurkozusv,,1,0,0,6,1,0,1
5590,marinetteblumy,,1,0,0,0,1,0,1
5591,pattyhewespower,,4,0,0,0,1,0,1
5592,notellaveiram,,1,0,0,6,1,0,1
5594,angelimpiador,,1,0,0,7,1,0,1
5595,__M__A__R__C___,,1,0,0,7,1,0,1
5597,B1B6B12,,3,1,0.333333,3,0,1,1
5598,pierredejaspe,,3,0,0,7,3,0,3
5599,tourneboule69,,2,0,0,7,2,0,2
5601,zizzouuuu,,1,0,0,6,1,0,1
5602,JewishMother8,,5,0,0,5,5,0,5
5603,hedgiou1,,5,0,0,4,5,0,5
5604,01_VicThor_01,,2,0,0,5,2,0,2
5605,AC_DERSOIR,,1,0,0,7,1,0,1
5606,M_Cedric92,,2,0,0,6,2,0,2
5607,raymondegermai,,1,0,0,6,1,0,1
5609,NataliaNausica,,8,0,0,9,8,0,8
5611,arnaud_cerutti,,1,0,0,6,1,0,1
5612,Un_Bourguignon,,6,0,0,0,5,0,5
5613,Gagabot42,,1,0,0,0,1,0,1
5614,Fraises_Tagada,,2,0,0,6,2,0,2
5615,YaogYaya,,8,0,0,4,4,0,4
5617,Marie5238,,1,0,0,7,1,0,1
5618,PlaneteSix,,2,0,0,9,1,0,1
5619,clara_bbd,,1,0,0,3,1,0,1
5620,Nz_Fcb,,1,0,0,6,1,0,1
5622,Shai_na_susule,,1,0,0,0,1,0,1
5623,soso13390,,2,0,0,10,2,0,2
5624,NicolasHENCHE,,1,0,0,6,1,0,1
5626,uphold_freedom,,2,0,0,3,2,0,2
5628,Xstof79,,1,0,0,0,1,0,1
5629,miroslavazetkin,,1,0,0,0,1,0,1
5630,AldoSterone111,,1,0,0,6,1,0,1
5632,dominiq14912964,,3,0,0,7,3,0,3
5634,jetadeus,,1,0,0,6,1,0,1
5635,SkyAzur06,,2,0,0,6,2,0,2
5636,Brasiers,,1,0,0,0,1,0,1
5637,candacebuckbeak,,1,0,0,0,1,0,1
5638,notrealdemocrat,,1,0,0,7,1,0,1
5639,toby19671967,,1,0,0,9,1,0,1
5640,maisbonmais,,2,0,0,6,1,0,1
5641,jeromebesnard,,2,0,0,7,2,0,2
5643,Cleiajax,,3,0,0,0,3,0,3
5647,PierrotFR35,,1,0,0,6,1,0,1
5648,NamePrename,,2,0,0,6,1,0,1
5649,clersy70,,5,0,0,7,4,0,4
5651,RolandRabeau,,3,1,0.333333,1,2,1,3
5655,lepenseuradimir,,1,0,0,6,1,0,1
5657,Sylvypn,,15,0,0,3,15,0,15
5658,haykiness1212,,1,0,0,6,1,0,1
5659,ChantalMazenod,,1,0,0,10,1,0,1
5660,Genzoynwa,,1,0,0,7,1,0,1
5662,B_Lesgourgues,,1,0,0,9,1,0,1
5663,EssiaJelassi2,,2,0,0,7,2,0,2
5665,sempra_XIII,,1,0,0,0,1,0,1
5666,shiery74,,2,0,0,1,2,0,2
5668,comfy_banana,,8,0,0,0,8,0,8
