"Label","Id","tweets","retweets","rRT"
"Kashou_Kashou",2799,4,0,0
"PourMonDrapeau",2800,6,0,0
"timfa31584505",2801,1,0,0
"YnkoDidEscape",2803,1,0,0
"YuzuReine",2804,1,0,0
"lullysct",2805,8,0,0
"kallhwowfr",2806,3,0,0
"Thomas__Fortin",2807,4,0,0
"cosmicgirl_jpg",2808,1,0,0
"PaziewskaIzabe1",2809,1,0,0
"PsgStorm",2810,5,0,0
"Kibrd",2811,1,0,0
"BoudoulB",2812,2,0,0
"patriciapuozzo",2814,2,0,0
"ArcahelLaridil",2815,10,0,0
"FannanManshury",2816,1,0,0
"EvaStDenis",2817,1,0,0
"JVinc4536",2819,1,0,0
"InesClota",2820,1,0,0
"RVillemomble",2821,5,0,0
"Altai_Armande",2822,3,0,0
"ricoCortes06",2823,3,0,0
"Monbrison1",2824,7,0,0
"renwez08",2825,12,1,0.0833333333333333
"benitah_shirley",2826,1,0,0
"unsadisney",2827,1,0,0
"Napo1852",2828,5,22,4.4
"ekmdic",2829,1,0,0
"Flav_duff_",2830,1,0,0
"LUBNALINE",2831,5,0,0
"Claude_LS_COM",2832,1,0,0
"JMFOUQUER",2835,2,0,0
"JemappelleSix",2836,1,0,0
"Erina_K__",2837,1,0,0
"DO92",2839,2,0,0
"El1Marie",2840,1,0,0
"LEROUXAlexis14",2841,4,0,0
"rosedingue",2842,3,0,0
"LuffyForever1",2843,2,0,0
"Man17Fred36",2844,3,0,0
"meregeek",2845,1,0,0
"bleuet1091",2846,11,1,0.0909090909090909
"Alls519608404",2847,1,0,0
"JaneOfArc5",2848,4,7,1.75
"jchernandezjazz",2850,1,0,0
"Maximusultimus",2851,1,0,0
"salechat1",2852,1,0,0
"nattyka32",2853,1,0,0
"CerebroOnAir",2854,1,0,0
"blind669",2855,1,0,0
"barnb66",2856,9,5,0.555555555555556
"mik7594",2857,1,0,0
"_Askel",2859,1,0,0
"lliorin",2860,1,0,0
"LeahHargreave",2861,7,0,0
"Martine5404",2862,1,0,0
"Roxy_Prime",2863,2,0,0
"MessaoudiZined9",2864,1,0,0
"srkaddict",2867,1,0,0
"fredericlefev17",2868,1,0,0
"itsanabi",2869,4,0,0
"Winonola",2870,4,0,0
"VeroniqueRumml1",2872,11,0,0
"Scofield_",2873,4,0,0
"TaliConseil4",2874,1,0,0
"timide97201",2875,1,0,0
"DomiJammas",2877,1,0,0
"Clary_LangloisM",2878,3,0,0
"Gen_eration2000",2879,1,0,0
"pascal_peri",2880,2,0,0
"PasquierGaelle",2881,1,0,0
"autodis0",2882,5,0,0
"cmoi_83",2883,1,0,0
"JeanDup73866723",2884,3,0,0
"louthomas74",2885,1,0,0
"DELERY971",2886,1,0,0
"PachecoDeolinda",2887,1,0,0
"Lailliersandri1",2889,2,0,0
"yannick_stopyra",2890,1,0,0
"yellow_tri4ngle",2891,5,5,1
"Ninaflip_",2892,1,0,0
"CeliacriticalP",2893,2,0,0
"frenchphenux",2894,1,0,0
"verocrea23",2895,1,0,0
"zoreygon",2896,2,0,0
"JeuneInsoumis69",2898,2,4,2
"AKJoana",2899,7,0,0
"Eleutheria29",2900,4,1,0.25
"momo3point0",2901,5,0,0
"Willpen30820574",2902,1,0,0
"berliozaristo",2903,11,0,0
"aubedanjou",2904,2,0,0
"Lude_F",2905,1,0,0
"FlorentBastien",2906,1,0,0
"mekeskidi2",2907,3,0,0
"Lepotedebambi",2908,1,0,0
"William91657595",2910,5,0,0
"NiguesV",2911,1,0,0
"Alberto03021962",2912,10,0,0
"FtmGaybriel",2913,23,0,0
"Colibri234",2914,4,0,0
"Laurent90287766",2915,3,0,0
"LebourgeoisFab3",2916,2,0,0
"J_M_Renault",2918,1,0,0
"my_name_is_jb",2919,1,0,0
"KeldanStephane",2920,1,0,0
"BouvetCatherin1",2922,8,0,0
"T6CT6C6",2923,2,0,0
"h92brown",2924,1,0,0
"rebelle133",2925,2,0,0
"Jehan_Baroy",2926,4,0,0
"CoupanR",2927,1,0,0
"NijetaKolose",2929,1,0,0
"edithbrou",2931,1,0,0
"AliceVeille",2932,2,0,0
"losclitos",2933,2,0,0
"TeoRivierre",2935,3,0,0
"FloriaLbt",2936,3,0,0
"ColsonSophie1",2937,1,0,0
"Flococvil",2938,1,0,0
"graphAD",2939,1,0,0
"Tekeleth",2942,1,0,0
"PtitSoleil1",2943,5,0,0
"cyletmoi",2944,1,0,0
"MurielDIRUOCCO",2945,6,0,0
"oth21390",2946,1,0,0
"sophiedetarle",2947,1,0,0
"danitreize",2949,12,0,0
"Lezebuimbu",2951,2,0,0
"Noumenie",2952,5,0,0
"Youri66",2953,1,0,0
"Du68Jeff",2954,5,0,0
"MikeB784",2955,1,0,0
"didierbessat",2956,1,0,0
"PalaczMarc",2957,2,0,0
"Vincent12720504",2959,2,0,0
"zuuuumz",2960,1,0,0
"Asedamme",2961,7,0,0
"Gnangoia",2963,1,0,0
"martinmatinbg",2964,1,0,0
"davidsaforcada",2965,1,1,1
"flambioyant_e",2966,4,0,0
"afournier89",2968,2,2,1
"1Lazuli2",2969,1,0,0
"Gorkab",2970,1,0,0
"Megepi_",2971,2,0,0
"Anamedoulion",2972,1,0,0
"myownopinion198",2973,1,0,0
"AlexisSevellec",2974,3,0,0
"floriane_rp",2976,3,0,0
"k_chou849",2978,1,0,0
"PetitRaymond3",2979,4,0,0
"ChakTarSan",2980,2,0,0
"Tchicumba1",2981,7,0,0
"Alamaille24",2982,1,0,0
"DTCFrance",2984,4,0,0
"urbex25",2985,9,0,0
"bartholinite",2986,2,1,0.5
"Joannapichonn",2988,1,0,0
"ps_var",2989,1,0,0
"Salamandreuh",2990,2,0,0
"Conqueeeftador",2991,2,0,0
"AlazetChristian",2992,5,0,0
"RouxAlain4",2993,11,0,0
"carl_tremblay",2994,1,0,0
"TMoreauLeduc",2995,4,0,0
"elmalsugaboo",2996,2,0,0
"ChessMasterMix",2999,2,0,0
"VITOdon6",3000,5,0,0
"LesPreJugees",3001,1,0,0
"tazmaniandxvil",3003,4,0,0
"havreole",3004,2,0,0
"eloiiiiiize",3005,3,0,0
"MarieHbib",3006,1,0,0
"Julielisesabeth",3007,14,0,0
"lily_gwada",3008,1,0,0
"NatioScourge",3009,1,0,0
"MateoSe87920063",3010,12,1,0.0833333333333333
"PommierJacquel1",3011,5,0,0
"SophStMartin",3013,3,0,0
"MarcAss01",3015,2,0,0
"unepenC",3016,1,0,0
"JRCondat",3017,2,0,0
"AnzieuSophie",3018,1,0,0
"reveil56",3020,3,0,0
"maxxxgu7",3021,2,0,0
"FhrFlorence",3022,1,0,0
"LayrHub",3024,1,0,0
"ADeSainlenac",3025,1,0,0
"VirginieToffee",3026,1,0,0
"Tronches2Droite",3027,2,0,0
"chlorineinbl0od",3028,4,0,0
"Tweefun99",3029,2,0,0
"noustoutesrhone",3030,1,0,0
"thierrylfronde",3031,2,0,0
"23duhaupas",3032,1,0,0
"PauvertStephane",3033,1,1,1
"RadioTempete",3034,1,0,0
"_25495",3035,1,0,0
"__Agnes__m",3036,3,0,0
"DemonAbraxas",3038,2,0,0
"ViveLaFrancem21",3039,8,0,0
"LaDandur",3040,13,2,0.153846153846154
"LaurenceBoetti",3041,1,0,0
"AnaxagoreA",3042,2,0,0
"swanscoffee_",3044,1,0,0
"lepeuplededroit",3045,8,0,0
"laurienilrem",3046,13,0,0
"AlineDjerba",3047,1,0,0
"Philou_PP",3049,4,0,0
"Tueurdesouris1",3050,1,0,0
"Ami_Ordinateur",3051,1,0,0
"DanieSi90552611",3052,5,0,0
"ALAIN41798007",3053,2,0,0
"CashTrankil",3054,1,0,0
"lylylavoisine",3055,2,0,0
"perceval45",3056,3,0,0
"obscur_moirage",3057,5,0,0
"NRHPH",3058,1,0,0
"LPatriotes2022",3059,8,0,0
"PascalFiorina",3060,4,0,0
"mylouuuuuuuu",3061,1,0,0
"1978Dizzie",3063,1,0,0
"HalliaduLoiret",3064,3,0,0
"reflexion_b",3065,1,0,0
"complejodediosa",3066,1,0,0
"bruno_degaille",3067,1,0,0
"rousseljulie60",3068,1,0,0
"TangiMarion",3069,1,0,0
"thms_",3070,1,0,0
"redglou",3071,1,0,0
"Casetta20",3072,2,0,0
"PatBraflanTrobo",3073,1,0,0
"Stef2Rennes",3075,1,0,0
"sosokia92",3076,1,0,0
"bubblecheebutt",3077,1,0,0
"leilouf21",3078,1,0,0
"hhiliskdoc",3080,4,1,0.25
"MLangs3",3081,1,0,0
"jhirel",3082,1,0,0
"HEJIRA57",3083,1,0,0
"Doggy_jo",3085,4,0,0
"FayeGillette",3087,1,1,1
"boeufseche",3088,1,0,0
"JulieBLP",3091,3,0,0
"Planet211180",3093,16,0,0
"n_petitcoeur",3094,11,0,0
"SERGECARO1",3095,3,0,0
"KhadyMany",3096,1,0,0
"littlebigcrow",3097,1,0,0
"mohiniiAttam",3098,2,0,0
"liamapi",3099,1,0,0
"CfeDnr",3100,1,0,0
"LarryCovert31",3101,1,0,0
"demontvalon1",3102,3,14,4.66666666666667
"AFCdu94",3103,3,0,0
"h0n3y3rr3r404",3104,1,0,0
"takkz_A",3106,1,0,0
"KadiKaddour",3108,1,0,0
"DiseuseA",3109,1,0,0
"J_Tisslov",3110,3,0,0
"luluBer38428656",3111,4,0,0
"TjrsDebout",3112,2,0,0
"Bordes33673978",3113,1,0,0
"Poissonhamsa",3114,1,0,0
"GameJean1",3115,1,0,0
"TrojkatUroczy",3116,1,0,0
"NikalaiSavinien",3119,3,0,0
"MocquardThomas",3121,1,0,0
"MC_Coffeee",3122,1,0,0
"laissenouscreer",3123,7,0,0
"A_de_St_Germain",3124,21,0,0
"MonkeyDSenngy",3125,1,0,0
"Evelyne86754726",3126,1,0,0
"marcdimitch",3127,1,0,0
"Victoire0303",3128,1,0,0
"YazooYazooYaz",3129,2,0,0
"vaubandaniel",3130,1,0,0
"Marimursa",3131,1,0,0
"Yanndelunivers",3132,2,0,0
"Encoredupanache",3133,7,0,0
"celahouate",3134,4,0,0
"Ktyp64",3135,1,0,0
"EustacheNathal1",3136,1,0,0
"Valerious111",3138,2,0,0
"Atlanti80526413",3140,4,0,0
"JusquMer",3141,2,0,0
"ChristineAllon2",3142,2,0,0
"imancprecieuse",3144,2,0,0
"CorinneTarrago",3146,16,0,0
"01Managed",3147,1,0,0
"thetis2001",3148,1,0,0
"parizot",3149,2,0,0
"JuanCandida",3150,1,0,0
"7b73f39b85e1415",3151,15,1,0.0666666666666667
"Zo53134368",3152,1,0,0
"Farzy",3154,7,10,1.42857142857143
"Alexon91",3156,1,0,0
"Pivoine2704",3157,2,0,0
"CaroMcCready",3158,1,0,0
"RSLMT5",3159,1,0,0
"LaPichatta",3160,4,0,0
"CompanyDrivers",3161,1,0,0
"cire59nord",3162,1,0,0
"CerisetteC",3163,2,0,0
"libertes_p",3164,2,0,0
"hellovailey",3165,1,0,0
"elocrx",3166,5,0,0
"DurandS86185809",3169,16,0,0
"SQuaresimin",3170,1,0,0
"CocoJack22",3172,2,0,0
"3ruka3_",3173,5,1,0.2
"Flo_Ilex",3174,1,0,0
"sol22524754",3175,1,0,0
"Blandinours",3176,2,0,0
"CellarDoor1990",3177,3,0,0
"karyuu60",3178,1,0,0
"Paz0lo",3179,6,0,0
"valleemaryse2",3180,1,0,0
"Plopa",3181,1,0,0
"fquedeville",3182,1,0,0
"maliber85",3183,1,0,0
"adadessine",3184,14,0,0
"enzo2578",3185,4,0,0
"MehdiHassoumi",3186,1,0,0
"LysbethDe",3187,4,0,0
"Penelopeaparis",3188,1,0,0
"ApophiSiderite",3189,1,0,0
"benlambrecht",3190,1,0,0
"ghislain_denis",3191,5,0,0
"qataror",3193,3,0,0
"FromentFranois2",3194,2,0,0
"Gurdwyn",3197,1,0,0
"MadmoiselleFifi",3198,13,0,0
"Dave_dac",3199,1,0,0
"karlrosko",3200,1,0,0
"Sonia_Derory_So",3201,2,0,0
"itsLittleAna",3202,1,0,0
"Laroma18",3204,18,0,0
"fbonnet85",3207,21,0,0
"FA_jerem59",3208,7,0,0
"Blondie46420987",3209,1,0,0
"claireparisjazz",3210,7,0,0
"khyuung_",3211,1,0,0
"Zorro9182",3212,1,0,0
"cocoric51624545",3214,3,0,0
"Lulu_deFrance",3215,1,0,0
"masselot_b",3216,1,0,0
"Pasommeil_",3218,6,0,0
"belana67",3219,1,0,0
"violettebnr",3220,2,0,0
"MounMir",3221,9,0,0
"frad_fraa",3222,1,0,0
"jaktess61",3223,6,0,0
"PetronneChrist1",3224,1,0,0
"LN2Champagne",3225,9,0,0
"ana_pinson",3226,7,0,0
"tatapaillettes1",3227,4,4,1
"Librepensee59",3228,1,0,0
"DanieSteimer",3229,13,0,0
"Freyjc",3230,5,0,0
"Donfredo06",3231,1,0,0
"MoiMeNoor",3233,1,0,0
"_Newt_t",3234,2,0,0
"NoemyOcean",3237,3,0,0
"OpaCite69120",3238,2,0,0
"Sisyphe_back",3239,4,0,0
"slufra",3241,1,0,0
"Sergejbteam",3242,1,0,0
"LaFrancedecoeur",3243,2,1,0.5
"GUITTER1",3244,1,0,0
"leberreobispo",3245,2,0,0
"AntoineE972",3246,1,0,0
"garcivar21",3248,1,0,0
"LeMagretBain",3249,2,0,0
"ChmpChmpy",3250,3,3,1
"antoinne92",3251,16,0,0
"PetitMap",3252,5,0,0
"f_a_t_i_e",3253,1,0,0
"FSallembien",3254,2,0,0
"Lyricolulu",3255,1,0,0
"valeriemaupas",3257,3,3,1
"PaulAyroles",3258,1,0,0
"ninederouet",3259,5,0,0
"Derjodou",3260,1,0,0
"vespertill",3261,2,0,0
"Nat1807",3262,1,0,0
"marc_perrollaz",3264,2,0,0
"AndreTr32779253",3265,1,0,0
"Macco74706904",3266,1,0,0
"MusCa06602487",3267,2,0,0
"TordjemanS",3268,1,0,0
"SurinRoger",3269,2,0,0
"jm_nydol",3270,1,0,0
"we48983157",3271,5,61,12.2
"CtravelsC",3272,1,0,0
"cinan_skyl",3273,1,0,0
"HugoZ0ZZ",3274,2,0,0
"OSchoendorff",3275,1,0,0
"Ma_rs59",3276,1,0,0
"johngalt_france",3277,7,20,2.85714285714286
"LinetteSicard",3278,1,0,0
"LadyChips",3279,1,0,0
"Fred281Par",3281,2,0,0
"PatrioteHumain",3282,1,0,0
"rem_coconuts",3283,1,0,0
"Barclod1",3284,8,0,0
"patrickdancel",3285,1,0,0
"MatthieuROBER12",3287,2,0,0
"Sonos_97",3288,3,0,0
"isabelle_do34",3289,1,0,0
"JeanGILLOTPLAT1",3291,4,0,0
"Zmarcassin",3293,2,0,0
"JacquesTessier8",3295,1,0,0
"agathe_mosphere",3297,1,0,0
"tyjak",3298,1,0,0
"missamiiira",3299,1,0,0
"ClovisChMartel",3300,1,0,0
"M_ssTerry",3301,1,0,0
"NinaBergamote",3302,3,0,0
"DansantChapeau",3303,11,0,0
"persepsps",3304,15,1,0.0666666666666667
"Ignatiu27705727",3305,1,0,0
"Aliochatte",3306,2,0,0
"patrioteval",3307,19,2,0.105263157894737
"Guimauves70",3308,2,0,0
"jyclisboa",3309,5,0,0
"francoismendy1",3310,10,0,0
"WKorhil",3311,4,0,0
"sined637",3312,4,0,0
"prettynoose10",3313,1,0,0
"Jaimemavie12",3314,5,0,0
"MaximeTHEBAUL10",3315,8,10,1.25
"mcpaw2",3316,9,0,0
"FrntMarie",3318,6,0,0
"_falusred",3319,4,0,0
"miminne53",3320,1,0,0
"souleaujoffre",3321,1,0,0
"daeshuujin",3322,2,0,0
"lfgueules",3323,2,0,0
"DorierValery",3324,11,0,0
"Louiseb_dr",3325,1,0,0
"douniadanslewa",3326,1,0,0
"SOS_France_",3327,1,0,0
"mimiphilo8",3328,1,0,0
"magali_menut",3331,2,0,0
"NaelanMiawzawki",3332,1,0,0
"trambert85",3333,5,0,0
"AgnesDupin",3335,3,0,0
"MicheMichet",3336,1,0,0
"Dconsertan",3340,1,0,0
"france_amedehe",3341,5,0,0
"akadewan",3342,2,0,0
"mechagow",3343,1,0,0
"EricFouque",3345,1,0,0
"ThierryCharloux",3346,10,0,0
"Gaulois2775",3348,1,0,0
"Jammore9",3350,8,0,0
"wargonm",3353,1,1,1
"LLapraline",3355,1,0,0
"Penolox",3356,1,0,0
"Lathefserv",3357,1,0,0
"htan987",3358,2,0,0
"EstherJade8",3359,1,0,0
"QuiquandonMari2",3360,4,0,0
"moriartyy",3361,2,0,0
"TerreDeFrance1",3362,2,0,0
"MH99094386",3363,2,0,0
"EstelleMiousse",3364,1,0,0
"RoomPumpkin",3365,4,0,0
"Paysage10",3366,2,0,0
"josephinemd34",3367,10,0,0
"DjookBox",3368,2,0,0
"streganebula",3369,2,0,0
"Ultromique2022",3370,3,0,0
"SylYoss",3371,1,0,0
"Grand_Reveil21",3372,1,0,0
"vbaticle",3373,1,0,0
"dpapon",3374,2,0,0
"M155G33k",3375,15,0,0
"mamouneedu94",3377,5,0,0
"MThierryDumas1",3378,2,0,0
"queen_brioche",3379,2,0,0
"Hthtai1",3380,1,0,0
"GabrielHostt",3381,1,0,0
"MayMari15717873",3382,1,0,0
"Marcus_OneDay",3383,1,0,0
"Annepa11",3384,2,0,0
"pablocanelle",3385,1,0,0
"LaChachounesse",3386,1,0,0
"ClaudeVanneau",3387,1,0,0
"champivron",3388,3,0,0
"ManuelDUPONT7",3389,1,0,0
"BastienThierry4",3390,2,0,0
"RoelliClaire",3391,1,0,0
"DamienPcz",3393,2,0,0
"Tina_ZOZZ",3394,1,0,0
"BernadMonique",3395,5,0,0
"ThomasP59094004",3396,10,0,0
"olimatt3",3397,1,0,0
"lnqzer",3398,1,0,0
"Stu_csn",3399,2,0,0
"MAssegond",3400,9,0,0
"chapowp",3401,1,0,0
"laurrambg",3402,1,0,0
"jeanne_darzee",3403,1,0,0
"AnnabelTeyssed1",3406,1,0,0
"BoucherieAbolie",3407,1,0,0
"greve_generale",3408,1,0,0
"LaLinotte21",3409,1,0,0
"CathyPinheiro2",3410,1,0,0
"FautFaireAvec",3411,1,0,0
"hildega23490221",3412,1,0,0
"ElCottereau",3413,1,0,0
"BarbieriJP",3414,1,0,0
"sdibernardo1",3415,1,0,0
"AurelieCGarnier",3416,2,0,0
"silwenn",3417,2,0,0
"NolSimone2",3418,1,0,0
"LouiseDalBetto",3419,15,0,0
"Vladimi91546850",3421,1,0,0
"Lena_Psn",3422,1,0,0
"BrunoBerdiel777",3423,1,0,0
"alexbvrt",3425,1,0,0
"LinGriMarc",3426,6,0,0
"lanchester27",3427,1,0,0
"Nathanarchiste",3428,3,0,0
"combolras1",3430,1,0,0
"Lrpecresse2022",3431,1,0,0
"DubreuilHerault",3432,3,0,0
"ZabouVillon",3433,1,0,0
"PascalThevenot",3434,1,0,0
"Optimege",3435,1,0,0
"SeddaouiZahra",3436,8,0,0
"Rinkhal2053",3437,1,0,0
"PhilVINCE5",3438,2,0,0
"MightyKittenz",3439,1,0,0
"renaissancePaca",3440,5,0,0
"DocInutile",3441,1,0,0
"scevolles86",3442,6,0,0
"luigicorato",3443,4,0,0
"JohnnTito",3444,1,0,0
"fabrici111",3445,1,0,0
"Romain_Kal",3446,1,0,0
"calculmental",3447,6,0,0
"NainDuForez",3450,1,0,0
"MartineMla",3451,2,0,0
"marcusnewsville",3452,1,0,0
"Toriko_Kuma",3453,2,0,0
"MireilleBoissy",3454,2,0,0
"TMocilnikar",3455,7,0,0
"MalassinetEric",3456,1,0,0
"SamTruther",3457,1,0,0
"AudreySzebesta1",3458,1,0,0
"ChatGrisBleu",3459,4,0,0
"amqg_ch",3460,5,0,0
"etopie",3461,1,0,0
"DenisGa24325439",3462,1,0,0
"YKenavo",3463,4,0,0
"iatranshumanism",3464,2,0,0
"Pierre43527466",3465,5,0,0
"joel_dragan",3466,2,0,0
"dedelajoie",3467,2,0,0
"alicesa56184442",3468,1,0,0
"MbiWali",3469,2,0,0
"Vampyrdelamour",3470,1,0,0
"masini_76",3471,1,0,0
"mariewalch",3472,5,0,0
"francisditsch",3473,1,0,0
"SBEN1272",3475,2,0,0
"romain59270",3476,1,0,0
"MasterPlouk",3477,9,0,0
"griffures_zebre",3478,1,0,0
"Maaroufi9",3479,2,0,0
"Castor_fanfaron",3480,1,0,0
"frenchie31220",3481,8,0,0
"FrancoisDarcou1",3482,1,0,0
"SebiwanC",3483,2,0,0
"BigCountryRicer",3484,2,0,0
"LPerrier69",3485,2,0,0
"PatriceNicoleau",3486,3,0,0
"nathgirard11",3487,1,0,0
"jrevolutionne",3488,6,0,0
"remiforall",3489,1,0,0
"g_marion_a",3490,8,0,0
"LR2026607568",3491,1,0,0
"CocardeLycee",3492,7,253,36.1428571428571
"ArianeLeFil1",3493,8,0,0
"MiaMia18631798",3494,5,0,0
"spertnegrem",3495,1,0,0
"RoxanneMiiss",3496,1,0,0
"CaptNowhere",3497,2,0,0
"06tilou",3498,2,0,0
"Mariableuee",3499,2,0,0
"laurentdancona",3500,1,0,0
"BischoffAriane",3502,3,0,0
"JBon78",3503,1,0,0
"ClaudeAchilleDe",3504,2,0,0
"On_lacherien",3505,1,0,0
"ValentinChenard",3506,1,0,0
"YpomoniFrance",3508,14,2,0.142857142857143
"christe07915082",3510,1,0,0
"Hemera_rijsel",3512,1,0,0
"A1360202",3513,1,0,0
"JeNeFaisQuePas4",3514,2,0,0
"Mike_bnd",3515,1,0,0
"CVR_Valerie",3516,1,0,0
"PimontJr",3517,1,0,0
"sacesdit",3518,2,0,0
"JulienPontes",3519,1,0,0
"Benjam1Lucas",3520,1,0,0
"FruityHimbo",3521,2,0,0
"Le_BienCommun",3522,5,0,0
"tsarovitch73",3523,3,0,0
"HarmoGlace",3524,6,0,0
"alaintibuss",3525,1,0,0
"blogcpolitic",3526,8,0,0
"Jupiter_2022",3527,5,0,0
"chrysalis_rebor",3528,1,0,0
"StanMourdon",3529,1,0,0
"gl64732049",3531,12,0,0
"Volfoni_B",3532,3,0,0
"farchoup",3533,6,0,0
"Fred007Garnier",3534,1,0,0
"mauvaisoeil_361",3535,1,0,0
"cfercocq",3536,1,0,0
"Soutien_FDO_GI",3537,2,0,0
"MinuitPassee",3538,3,0,0
"madxav117",3540,1,0,0
"Docofzebay",3542,15,0,0
"EricLegrand40",3544,7,1,0.142857142857143
"sychazot",3545,1,150,150
"diederik_de",3547,1,0,0
"ErwinPatriot",3548,1,0,0
"cosimho",3549,3,0,0
"Paul00000002",3550,7,10,1.42857142857143
"bobedit1",3551,1,0,0
"Anndeje",3552,2,0,0
"Asher_GT",3553,4,0,0
"LaManifPourTous",3554,5,37,7.4
"Szoltys2",3557,1,0,0
"MM_archSeven",3558,2,0,0
"AissaniAmelie",3559,1,0,0
"carinewithc1",3560,1,0,0
"06h01x2",3561,1,0,0
"ZlpZlp7",3562,11,0,0
"RoutesMythiques",3563,5,0,0
"delay4_delay",3564,2,0,0
"Luffy430",3565,9,0,0
"nilaskcos",3566,1,0,0
"RassierP",3567,2,1,0.5
"IsabelleMenend7",3569,1,0,0
"UvernetN",3570,2,0,0
"ViewSurPat55",3572,2,1,0.5
"oAngOo",3573,1,0,0
"nash_air",3574,1,0,0
"Wulfeneir2",3575,1,0,0
"YannLeGales",3577,21,0,0
"guillaumeDgi",3579,1,0,0
"odilecsr",3580,4,0,0
"Z3rdacc",3581,15,0,0
"charlinemouries",3582,1,0,0
"ZacheeLePub",3583,1,0,0
"esTovarich",3584,1,0,0
"PolitiqueMente1",3586,1,0,0
"Tybie62224114",3588,3,0,0
"LFoutry",3589,1,0,0
"maistrek",3591,3,0,0
"ksandra_tien",3592,1,0,0
"framboise23O2",3593,9,0,0
"fredenbois",3594,1,0,0
"grrrrrr40268389",3595,2,0,0
"harpomarx17",3596,3,0,0
"Pascal_LM_",3597,6,0,0
"FifineRenoux",3598,1,0,0
"Aelundell",3599,1,0,0
"Plandemie2019",3600,1,0,0
"ChrisDebien",3601,6,6,1
"celine19972",3602,3,0,0
"sylvita30",3603,3,0,0
"VSopramonte",3604,1,0,0
"RobertZulb",3606,1,0,0
"JoThouvenel",3608,1,0,0
"smouton",3609,1,0,0
"DLFParis16",3610,4,0,0
"Samayelus03",3612,1,0,0
"conileetmax",3613,5,0,0
"ma_france4",3615,3,0,0
"caouec56",3616,1,0,0
"jeanf555",3617,47,0,0
"AAmaurea",3618,1,0,0
"PierrePolette",3619,1,0,0
"melodieee__19",3620,2,0,0
"VoletsB",3621,1,0,0
"PatrioteBBR70",3622,3,0,0
"SourdSourdf",3623,1,0,0
"HibouDuNet",3624,1,0,0
"ArabeBoreale",3625,19,0,0
"FlorenceBraud1",3626,1,0,0
"laelonna",3627,5,0,0
"1000Naros",3628,2,0,0
"AMaddy2",3630,2,0,0
"Krissalle223",3632,3,0,0
"rebootSoulEater",3633,2,0,0
"JeanRiz13",3634,1,0,0
"Gocentrique",3635,6,3,0.5
"josecalza3",3636,1,0,0
"zabou_v",3638,1,0,0
"tour37turon",3639,2,0,0
"MorinoMarie",3640,1,0,0
"MaryTracy",3642,1,0,0
"SecureTanguy",3643,1,0,0
"ls_elo",3644,2,0,0
"XLaPicheX",3645,2,0,0
"syko_ol",3646,2,0,0
"BerlinRjl",3647,3,0,0
"ultimanet_",3648,1,0,0
"MaryseAuclair1",3649,5,0,0
"Ben2bx",3651,1,0,0
"Cool1Ok",3652,4,0,0
"Fred63740112",3653,1,0,0
"eltevout",3654,1,0,0
"Fat66548516",3655,1,0,0
"Jbboone_",3658,1,0,0
"_DollyWood_",3660,3,151,50.3333333333333
"SPVereycken",3661,1,0,0
"MordoOrly",3662,3,0,0
"ArzhDistag",3663,1,0,0
"clauderochet",3664,1,0,0
"LeBailli1",3665,1,0,0
"nicola_mama",3666,1,0,0
"BOUTHILLON",3667,1,0,0
"Soreve8",3668,4,0,0
"RoyaumeF",3669,1,0,0
"maujulien",3670,1,1,1
"MaysterPenka",3671,2,0,0
"lafrancelibre1",3672,4,0,0
"GagAssBackup",3673,6,0,0
"tamuke06",3675,1,0,0
"Anlo02790569",3676,1,0,0
"fernandfilback",3677,4,0,0
"66plm",3678,1,0,0
"Chachapizza14",3679,1,0,0
"zoz_ministry",3680,4,0,0
"AmphoreGrecque",3681,1,0,0
"BPlassat",3682,8,0,0
"ohmaFrance34",3683,2,0,0
"LVassiliev",3684,3,0,0
"frexiteuseBFC",3685,2,0,0
"MurielThui",3688,2,0,0
"AthenaisMchl",3689,3,1,0.333333333333333
"Vicdaix",3691,3,0,0
"lepatriote71",3692,5,0,0
"JusteLesFaits",3693,1,1,1
"JDrake45902915",3694,1,0,0
"quinn_jolinar",3695,16,247,15.4375
"Jf85b1Jf85b",3697,1,0,0
"Mounette449",3698,3,0,0
"jbbadot",3699,1,0,0
"MarcLeTerrien",3700,1,0,0
"karifuna94",3701,9,0,0
"shippeuse_",3702,1,0,0
"val_yde",3703,5,0,0
"MVinteuil",3705,1,0,0
"ChromAyshan",3706,3,0,0
"Maviced1",3707,5,0,0
"PatriciaConca2",3708,4,0,0
"Christinedu06",3709,2,0,0
"Napoleonien",3710,9,0,0
"Th_La_Fronde",3711,1,0,0
"Thierry_Geez",3712,1,0,0
"bill_oups",3713,4,0,0
"MDoutremepuich",3714,1,0,0
"AlainBrolh",3717,1,0,0
"BERNARD15617160",3720,2,0,0
"JarnouenC",3721,1,0,0
"JFrLag",3723,3,0,0
"JillNicholls01",3724,1,0,0
"MarcoVerdier",3727,2,0,0
"AnneAmeil",3728,2,0,0
"Naeco97",3729,5,0,0
"LaurentMangia",3730,1,0,0
"delagealine",3731,5,0,0
"WikiBoy89",3732,7,0,0
"AelChan98",3733,2,0,0
"Nathali92875867",3735,10,0,0
"Hyperdentition",3736,1,0,0
"oliviertopuz",3737,1,0,0
"fightresistEU",3738,1,0,0
"fremondiere",3739,1,0,0
"cailloutiam",3740,3,0,0
