"Label","Id","tweets","retweets","rRT"
"Ericv19100V",21701,1,0,0
"Verumcard",21702,1,0,0
"Oneagaintwice",21706,2,0,0
"330max330",21707,1,0,0
"kenobeth",21712,1,0,0
"Ludo_Twit",21713,1,0,0
"syndicaloce",21714,2,0,0
"LeBybo",21716,1,0,0
"Prof_nrv",21717,1,0,0
"KankrelaMicha",21720,3,0,0
"ImLuciferQuinn",21721,3,0,0
"SuivreLeLapin",21722,1,0,0
"Aime_Catherine",21723,4,0,0
"JeanOutters",21724,1,0,0
"NTRtemoins",21725,1,0,0
"EdemPremier",21727,1,0,0
"lavraieorange",21728,1,0,0
"tpaspres",21731,2,0,0
"Sh1mii",21733,1,0,0
"EIrdub",21734,1,0,0
"Ly_Lupin",21736,1,0,0
"cesmoichristel",21740,2,0,0
"BNJ_mab",21741,1,0,0
"CoeurdArticore",21744,1,0,0
"kamsouflage",21746,1,0,0
"river_phoenix91",21747,1,0,0
"pythonissae",21748,1,0,0
"psychoergo",21749,1,0,0
"nxmor",21751,2,0,0
"OuabaidSafia",21753,1,0,0
"RomanLANIEL_",21754,2,0,0
"50Nuancesdetwt",21755,3,2,0.666666666666667
"JulienTwitto",21756,2,0,0
"dahlia_lala",21758,1,0,0
"arlette_bendl",21760,2,0,0
"LucasBoutillie1",21761,1,0,0
"AmiensUnef",21764,1,4,4
"_SuperLo",21768,1,0,0
"GSepaki",21769,1,0,0
"Moumoussssse",21771,1,0,0
"verbatimmm__",21772,2,0,0
"Duchesse_de_B",21774,1,0,0
"dgefr2604",21777,2,0,0
"cadidomcortot",21782,2,0,0
"Louis__HENRION",21783,1,0,0
"JEANLOUISGARCI4",21784,1,0,0
"maeyyxx",21786,1,0,0
"FreyjaCharlie",21790,11,0,0
"rpzclaire",21793,2,0,0
"maaarie_gllt",21800,4,0,0
"gwlulais",21801,1,0,0
"topelaasso",21804,1,0,0
"LucileL80",21805,1,0,0
"Cocarde_Poitie",21806,1,0,0
"Subb4k",21808,2,1,0.5
"BaptisteCaminad",21810,1,0,0
"DarkBed67",21811,1,0,0
"eric_clemenceau",21814,1,0,0
"Markarian_231",21815,1,1,1
"Karib_Hedgehog",21817,1,0,0
"agricultrice81",21819,1,0,0
"BrunJonathan1",21820,1,0,0
"le_Gweg",21822,1,0,0
"vdpk33",21823,1,0,0
"HadrienF2",21825,1,0,0
"neo5906",21826,1,0,0
"aureliedelhoume",21828,1,0,0
"MaisonPuissante",21831,1,0,0
"mathiyouu",21832,2,0,0
"BeCallipygian",21834,3,0,0
"jeanne_added",21837,1,0,0
"shadosaure_",21841,1,0,0
"SimonPlume",21842,2,0,0
"hautecousure",21843,1,0,0
"Matfau",21845,1,0,0
"MartinePaca",21846,1,0,0
"CaroBadWolf",21848,1,0,0
"McKenshai",21849,1,0,0
"FoggyApril",21851,1,0,0
"SamirRahmani20",21852,1,0,0
"AlexFred66",21854,1,0,0
"Georges53269256",21857,1,0,0
"stellanticops",21859,1,0,0
"BegocManon",21861,1,0,0
"hoeswen",21862,1,0,0
"c_lamerde",21864,1,0,0
"Dignolong",21866,1,0,0
"GrandclaudeN",21868,1,0,0
"AuberBertrand",21870,1,0,0
"klasavudyia",21873,1,0,0
"Nayleraa",21875,1,0,0
"CelimeneMy",21876,1,0,0
"viveblender",21879,2,0,0
"HollowWordsDico",21881,1,0,0
"Sthelenos1",21883,2,0,0
"Jmacfou",21884,2,0,0
"MatthieuFoucher",21885,2,2,1
"Whereisha___",21886,2,0,0
"abcdefgeto",21890,1,0,0
"cinemaetpol",21892,1,0,0
"Marieadelaided3",21893,1,0,0
"m_jeanjean",21898,1,0,0
"PloxyLein",21899,1,0,0
"C_DENAGE",21905,1,0,0
"GauthierLilith",21906,1,0,0
"remilaharie",21907,3,0,0
"NinyPurple",21908,2,0,0
"LapompeThierry",21910,1,0,0
"luc_vandh",21912,1,0,0
"MaeliaStone",21913,1,0,0
"gremlinsgaaang",21914,1,0,0
"mxriexmelie",21915,1,0,0
"qntoine_x",21916,1,0,0
"Esxille",21917,3,0,0
"Cheguevareck",21919,3,0,0
"Deboutcitoyens",21922,1,0,0
"noem_29",21923,1,0,0
"MBelgacem1",21925,1,0,0
"zn_loui",21926,1,0,0
"urbany73",21927,5,0,0
"BlaguesDessins",21935,1,3,3
"passe_lp2",21936,1,0,0
"Cub0x1",21937,1,0,0
"SteddieLov3r",21939,1,0,0
"ifbhbleu",21941,1,0,0
"DsireRoua",21947,1,0,0
"FredericLefevre",21948,1,0,0
"kassv_",21950,1,0,0
"m64tweet",21952,1,0,0
"as_trujillo",21953,1,0,0
"_rebelrebel",21954,2,0,0
"mynameslau",21955,1,0,0
"goulven100",21958,1,0,0
"michelelemone",21959,3,0,0
"denise_dbm",21960,1,0,0
"fIohres",21965,2,0,0
"Lino__sk",21966,1,0,0
"ChristianVolle",21967,4,5,1.25
"PraxisTerokNor",21969,2,0,0
"VODKamakura",21970,1,0,0
"DarkhousegraphX",21971,1,8,8
"LudovicJ64",21972,1,0,0
"FMORINIERE",21975,1,0,0
"docteurpepe",21976,2,1,0.5
"Cyril1692",21979,1,0,0
"Papy_cinq_cent",21980,1,0,0
"BeaLor81",21982,3,0,0
"UntelUntel5",21984,2,0,0
"Marsides",21985,1,0,0
"Cailha_K",21986,2,0,0
"boomer_teddy",21988,1,0,0
"JoliXavier",21990,1,0,0
"descombes_g",21992,1,0,0
"marcbouvier_",21994,1,0,0
"pistachenoire1",21995,1,0,0
"clementine00000",21996,1,0,0
"le_kalloca",21997,3,0,0
"GAlbucher",21999,1,0,0
"SONZOGNIFerdin1",22000,1,0,0
"coronalcoolise",22001,1,0,0
"CmKlbs",22003,1,0,0
"KvinLefebvre3",22004,1,0,0
"MHoussayH",22007,2,0,0
"axantmat",22008,1,0,0
"18Veille",22009,2,0,0
"lmbd_rose",22015,3,0,0
"AzriaJasmine",22016,1,0,0
"Samanth95224370",22019,1,0,0
"drigbil",22020,1,0,0
"Fanduzep",22023,1,0,0
"BotPied",22024,1,0,0
"Mayteelemon",22025,2,0,0
"Litteul_Kevin",22031,1,0,0
"EclatdesMots",22032,1,0,0
"ArnaudMalrin",22034,1,0,0
"JeanXcoucou",22036,2,0,0
"RedBlueBlur25",22037,1,0,0
"Nadinemarie762",22039,3,0,0
"BzhJoshua",22040,1,0,0
"serab_ilane1",22041,7,0,0
"CatInSpace10",22042,1,0,0
"planterousse",22045,1,0,0
"BernadetteReine",22048,1,0,0
"Personn3inconnu",22050,1,0,0
"LesPatriotes78",22053,1,1,1
"luca58043",22055,1,0,0
"MonsieurIrma",22057,1,0,0
"MauriceMolinero",22061,7,0,0
"Emilie99056496",22062,1,0,0
"GwenPMLG",22063,2,0,0
"erwanfischer",22066,1,0,0
"FerradouJeanne",22069,2,0,0
"Nath75012",22071,1,0,0
"Anael_Y",22072,1,0,0
"Redneck43835020",22073,1,0,0
"Olive_foutue",22077,1,0,0
"ArtillerieTV",22079,1,0,0
"_Rosarya",22080,1,0,0
"tartepidrou",22081,2,0,0
"AmicalementB",22082,1,0,0
"bodegi01",22087,1,0,0
"manue5456",22088,1,0,0
"romaindurand",22089,2,0,0
"DONTOMASIN0",22091,1,0,0
"OrthoposseumOff",22092,5,0,0
"metalquearsolid",22094,5,0,0
"laputaratatata",22095,1,0,0
"Coincoin338045",22096,1,0,0
"DanteTouchMe_",22097,1,0,0
"antoinejacques1",22099,1,0,0
"MartinNimier",22103,9,0,0
"eliomaurice02",22104,1,0,0
"goldaguetta",22105,1,0,0
"SalieriSin",22106,1,0,0
"JulesCamus2",22107,1,0,0
"BIOCREPES1",22108,3,0,0
"chuchotemoi",22111,1,0,0
"littlegirl0612",22112,1,0,0
"Cecile_Rilhac",22113,1,9,9
"InitialsBB",22115,1,0,0
"MoreauFrederi13",22116,1,0,0
"DianeM69W1",22117,1,0,0
"UnodieC",22119,2,0,0
"IE_Gekko",22121,1,0,0
"gaillardevelyn1",22122,1,0,0
"guy_sword1",22123,1,0,0
"Queerologie",22125,2,0,0
"PatleNormand1",22126,1,0,0
"Martine16184946",22128,2,0,0
"NIKOLAUSVEVO",22129,1,0,0
"JeromeFeryn",22130,1,0,0
"Rose_Dauj",22131,1,0,0
"lecheylard59",22132,1,0,0
"Kinouss974",22134,2,0,0
"p_abra45000",22135,2,0,0
"SergeDoucet3",22136,1,0,0
"micklvl",22137,1,0,0
"LUCKYSTR1KE_",22139,1,0,0
"JonathanNey_",22142,1,0,0
"thomas_pennec",22146,1,0,0
"humbertrv",22147,1,0,0
"esab14",22150,1,0,0
"AnankeGroup",22152,1,0,0
"C4nKing",22155,1,0,0
"Gabriel55183981",22156,1,0,0
"TendanceRouge",22157,2,0,0
"hopefreefrance",22158,1,0,0
"Athozus",22162,2,0,0
"Sainte_Ley",22163,1,0,0
"GalswintheBou",22164,1,0,0
"Anonymerelative",22167,1,0,0
"Candy73074113",22168,2,0,0
"TFouqueau",22169,1,0,0
"_Jeanne_A__",22170,1,0,0
"AurelieTraore14",22171,1,0,0
"jmdelauwereyns",22173,1,0,0
"G_Roquette",22175,1,0,0
"_CalamityJames_",22178,2,0,0
"YannBertin6",22180,1,4,4
"HypAubeCeleste",22181,4,0,0
"asaproro_",22185,1,0,0
"ElessBomz",22187,2,0,0
"lionelvalerie29",22189,1,0,0
"EvaLongueGoriya",22190,2,0,0
"n_hblb",22191,1,0,0
"FlorenceThune",22193,1,3,3
"BajeuxCamille",22194,1,0,0
"electrapatronum",22198,1,0,0
"As_mo_deuSs",22201,1,0,0
"Crowdagger",22204,3,5,1.66666666666667
"Adraboran",22209,1,0,0
"bp75011",22212,1,0,0
"ManuXenia",22213,1,0,0
"quisutdeus8303",22216,2,0,0
"_Umik0",22218,1,0,0
"GMouron",22221,1,0,0
"Shakiamuni",22222,2,0,0
"olv_dwt",22225,1,0,0
"FckDaffy",22226,3,0,0
"Mikadorpa",22227,2,0,0
"louplrt",22228,2,0,0
"PenetLudovic",22229,2,2,1
"kuhn_francois",22231,1,0,0
"RFchevuoi",22235,4,0,0
"alexia_stephan",22239,2,0,0
"Kiki_Mbappa",22240,1,0,0
"Cbellage",22241,1,0,0
"BicyleRepairMan",22243,1,0,0
"Cat______0808",22244,1,0,0
"lutin_enrage",22246,1,0,0
"c_eliinna",22251,1,0,0
"GinMora9",22253,2,3,1.5
"sickboy3003",22254,2,0,0
"MtlSeb",22255,1,0,0
"Bishopbishoptwo",22256,2,0,0
"musigny1",22259,2,0,0
"PayebienS",22261,1,0,0
"YrielPenguin",22262,1,0,0
"MartiNatacha31",22264,1,0,0
"SebtwitSeb",22267,2,0,0
"Veeyaip",22271,1,0,0
"Bassstemperatur",22272,1,0,0
"random_woky",22276,1,0,0
"AudeNpa",22278,2,0,0
"LiouBakst",22279,1,0,0
"redgazing",22280,4,5,1.25
"Robin_PdS",22284,1,0,0
"ave_flym",22286,1,0,0
"alex_frexit",22288,1,0,0
"oldgirlbettina",22289,1,0,0
"KassecOriginal",22290,1,0,0
"gunner_greg",22292,1,0,0
"Barbachar",22293,4,0,0
"Kinmedai57",22297,1,0,0
"MYIAMMDIEU777",22298,3,0,0
"HotDracolate",22300,1,0,0
"antilacensure",22301,1,0,0
"sailorvioIet",22302,1,0,0
"Cho_JinRi",22303,1,0,0
"xxx_pcathy94",22305,1,0,0
"Alisxtp",22309,1,0,0
"anydel",22311,1,0,0
"vampir_e66",22312,1,0,0
"realKublerJ",22315,3,0,0
"Saxillu",22316,2,0,0
"ValMuetdhiver",22317,1,10,10
"Jo404_",22321,1,0,0
"iooiiiiiiooioo",22322,4,0,0
"_Rebaka",22325,1,0,0
"LouveBrokilien",22328,1,0,0
"patriote_21",22331,1,0,0
"GillesM58886662",22335,1,0,0
"auntyfire",22336,2,0,0
"Nuage_de_tortue",22337,1,0,0
"GammAadron",22338,1,0,0
"JamiFlash",22339,1,0,0
"ch0obid0o",22340,1,1,1
"EveBartoli",22342,1,0,0
"ElCrackitoDuNet",22343,1,0,0
"BullitMac",22344,2,0,0
"FlouLulu",22345,2,0,0
"floressylvain",22346,3,0,0
"Netemedia",22347,1,0,0
"ilyes_mesbah",22348,1,0,0
"lhoean_",22349,1,0,0
"kalaakza",22352,2,0,0
"Philduf2",22355,2,0,0
"Sabine_VeilleRF",22357,1,0,0
"lmgaveriaux",22362,2,5,2.5
"ShyBGirly",22363,1,0,0
"SteveArseno8",22364,5,0,0
"Zoulily",22368,2,0,0
"m_rgzz",22374,1,0,0
"sl63500",22377,1,0,0
"cassouletlover",22378,1,0,0
"EniLorac1261011",22382,3,0,0
"CirleThe",22386,1,0,0
"mpror_hh",22387,1,0,0
"ChevalierPierr2",22388,5,0,0
"LinucheB",22389,1,0,0
"JohannGalt49",22390,1,0,0
"Frar_Verkin",22391,1,0,0
"AlainMouel",22396,1,0,0
"Tombstone333",22397,2,0,0
"MarcGlenisson",22401,1,0,0
"DominiqueDechen",22403,1,0,0
"tumiza",22405,2,0,0
"connerishiwa",22407,4,0,0
"atu770",22408,1,0,0
"MauD9710",22412,1,0,0
"LouCrl",22413,2,0,0
"_hirondelle64",22414,3,0,0
"Aligatow",22415,1,0,0
"Lyoko6",22416,1,0,0
"bmeansbitch",22421,1,0,0
"frapadingue70",22422,1,0,0
"firosny",22423,1,0,0
"Douwopi1",22424,1,0,0
"pat0845",22426,1,0,0
"seleucosx",22427,3,0,0
"PiotrSzut",22428,1,1,1
"gaufrieer",22430,1,0,0
"RachelleSebih",22431,1,0,0
"rebel_adrien",22432,1,0,0
"douxpqfleuri",22434,1,0,0
"Toutcramer",22436,1,0,0
"LaurentTS56",22437,1,0,0
"Faustine_Guy",22439,1,0,0
"merlinagrid",22440,1,0,0
"joris_tomas",22446,1,0,0
"christo54017991",22447,1,0,0
"christianhuet74",22449,1,1,1
"roman_ph66",22451,1,0,0
"Vyper25",22454,1,0,0
"BernardJeanbert",22456,3,0,0
"publikovich",22457,1,0,0
"LaetiMarcelino",22458,1,0,0
"Clouchicloucha",22462,2,0,0
"robin_marylene",22465,3,0,0
"anaesthcy_",22467,2,0,0
"FrenchOttoman9",22468,1,0,0
"Vertigo39554782",22470,1,0,0
"Un_refractaire",22471,1,0,0
"max_leon1",22473,1,0,0
"Aylexiel",22476,3,0,0
"CastraleR",22477,2,0,0
"AMG5366",22487,1,0,0
"borislemodeste",22488,1,0,0
"SiecleRouge",22490,9,0,0
"MartinePrzybyla",22491,2,0,0
"CanalOblik",22492,2,0,0
"patriot8579",22493,2,0,0
"giotto_franck",22495,1,0,0
"budsofdickinson",22498,1,0,0
"Simeon39152961",22500,2,1,0.5
"Edubois56Dubois",22501,1,0,0
"jfberthou",22502,1,0,0
"robaseLouis",22506,1,2,2
"linda_sehili",22507,1,0,0
"trigo972",22508,1,0,0
"cassiexwalls",22509,1,0,0
"ponyotattoo",22511,1,0,0
"D_Montravers",22512,1,0,0
"Plumedehulotte",22513,1,0,0
"ktouktou",22515,1,0,0
"BelleChoucroute",22516,1,0,0
"JLambeaux",22517,1,0,0
"JaimePa43402718",22518,1,0,0
"ronandsud",22519,1,0,0
"LawDealer",22521,1,0,0
"BitchOfBirdland",22522,1,0,0
"DarkVladorus",22523,1,0,0
"Pompomp96284206",22525,1,0,0
"JayDoe___",22526,2,0,0
"haleishell",22527,1,0,0
"LumTrolletariat",22528,2,0,0
"kidymiss",22529,1,0,0
"Sku_unk",22531,1,0,0
"MoniquePlaza3",22533,1,21,21
"Madison11998499",22536,1,0,0
"xbfra",22537,2,0,0
"evilnordlys",22541,2,33,16.5
"Polikuro",22545,1,0,0
"Sarah_Toytoy",22546,3,0,0
"Letribunaldunet",22553,2,2,1
"DumontChristo11",22555,1,0,0
"Kalinka1007",22556,3,0,0
"LodbRollo",22557,1,0,0
"OldChris3",22558,1,0,0
"flam_capitaine",22560,1,0,0
"ComteMontignac",22562,2,0,0
"jannn_Mayen",22563,1,0,0
"ARDV_10",22564,1,0,0
"Pauline_A_",22566,1,0,0
"Petasse_Wsh",22569,4,1,0.25
"Alexis___Noel",22571,1,0,0
"xavyflor",22572,4,0,0
"CalaisYves",22573,1,0,0
"_lsrnh",22574,1,0,0
"UneAme3",22575,1,0,0
"FerdinandPerso3",22576,2,0,0
"liberationlesb",22578,3,0,0
"Damien75Thorn",22581,1,1,1
"Th0mas42",22583,2,0,0
"ReineDuplex",22586,1,0,0
"ze_carbo",22588,1,0,0
"SparkZephyra",22589,2,0,0
"bitsou02",22590,1,0,0
"margmotteee",22596,2,0,0
"J2Christophe",22597,1,0,0
"Ghibli_bitch",22598,7,0,0
"LibraeNashira",22599,1,0,0
"mdalborgi",22600,1,0,0
"__crisp__",22601,1,0,0
"ZozoLabatti",22603,1,0,0
"LiliaVmt",22605,1,0,0
"wysifox",22607,1,0,0
"rouge_rose",22608,1,0,0
"Nupes29",22610,1,0,0
"Thevb4",22611,1,0,0
"junedo_",22613,1,0,0
"ZajacChristian1",22616,2,0,0
"M4xi1m3",22619,2,0,0
"DonCyDen",22620,1,0,0
"ichonoclast1",22623,1,0,0
"lmbf1loulou",22628,1,0,0
"yann312",22630,2,0,0
"Cendius24",22634,1,0,0
"AntoninPo",22637,1,0,0
"lilly2josephine",22639,1,0,0
"CinciVox",22642,1,0,0
"PopescuFlorinN1",22643,1,0,0
"Cegil37",22645,1,0,0
"doctulice",22646,1,0,0
"ul_ti_ma_ratio",22647,2,0,0
"FlorentBelon",22649,1,0,0
"solaelora",22651,1,0,0
"DeDome",22652,1,0,0
"virginieofjune",22654,1,0,0
"Bruce_03750",22655,1,0,0
"roy_kae",22662,1,0,0
"ALPHAJET33",22667,4,0,0
"VeronFrancine",22668,1,0,0
"WatiHagra",22671,1,0,0
"aTransDisaster",22672,2,0,0
"cocarde_fc",22673,1,0,0
"Ombrageur",22677,1,0,0
"_jinkoh",22679,1,0,0
"ksskss_aladeen",22680,1,0,0
"Lisa_Touma",22682,1,0,0
"PingouinSuedois",22683,3,0,0
"bichettepraxis",22685,2,0,0
"Santithur",22689,1,0,0
"Abbe_FOU",22690,1,0,0
"flofliflotte",22691,3,0,0
"azoualy",22693,2,0,0
"Chryseis_",22695,1,0,0
"EmidioPerdigao",22697,1,0,0
"juliaseizetrois",22699,1,0,0
"nuageva_",22703,1,0,0
"_enellya",22705,2,0,0
"Mini__V",22713,1,0,0
"CaptainKromag",22715,1,0,0
"skjutaisbae",22718,1,0,0
"NoracDrickce",22719,1,0,0
"PURPL_MESS",22720,2,0,0
"iammoon_child",22722,1,0,0
"Petit_Corail_",22726,1,0,0
"Octanexit",22727,2,0,0
"SariaSayan",22729,5,8,1.6
"waves_orlando",22731,1,0,0
"VeroniqueC40",22732,1,0,0
"dragonduclos",22733,1,0,0
"Geoffroy58",22734,1,0,0
"Alqaz8",22736,1,0,0
"mvtmjsunp_",22737,1,0,0
"laetitia_leca",22738,1,0,0
"metabaro65",22739,1,0,0
"ptitesaiguilles",22742,1,0,0
"FlodeMassol",22744,1,0,0
"AlbertLvy1",22747,1,4,4
"Lequent1",22748,1,0,0
"ER_IledeFrance",22750,1,0,0
"Supporterdu691",22751,1,0,0
"chachalx4",22752,1,0,0
"GameiroSandrin1",22754,2,0,0
"ppat49",22755,1,0,0
"EQuesselaire",22756,1,0,0
"BrunoR75",22758,1,0,0
"buz_muet",22759,1,0,0
"AmazyanNajim",22760,1,0,0
"Maxime_76450",22773,1,0,0
"MaloneSilence",22774,1,0,0
"WilliamDoudou",22776,1,0,0
"misterrp747",22781,1,0,0
"Nasma_amh",22784,2,0,0
"manolocrypto5",22785,1,0,0
"Cr4z",22786,1,0,0
"januszjanusz77",22787,1,0,0
"VikingBerychon",22790,1,0,0
"RecursiveAction",22795,3,0,0
"AVFreschi",22796,2,15,7.5
"Mipisaure",22797,1,0,0
"Tillletocard",22798,1,0,0
"MexiTV",22799,1,0,0
"kk_katy_yy",22800,1,0,0
"Aegir_on_ice",22804,1,0,0
"andromasq",22807,1,0,0
"toomanitimes",22808,1,0,0
"noburqa",22809,2,0,0
"LeoValadim",22812,1,0,0
"atc7421312",22814,1,0,0
"Mariie_362",22816,2,0,0
"marizune1",22819,2,0,0
"Orihwajima",22822,1,0,0
"leila_babes",22823,1,0,0
"ReinaLahelWolfe",22827,1,0,0
"Petit80721707Le",22828,2,0,0
"flagarde",22829,1,0,0
"Cinegauchix",22830,1,0,0
"Tepha_Pi",22831,1,0,0
"neuroaspice1",22835,3,0,0
"GweNguyen",22836,1,0,0
"evybirdy",22837,1,0,0
"YeshuaAlleluyah",22840,1,0,0
"Gustanarco",22842,2,0,0
"OdileChauvet",22844,1,0,0
"Sergio_Numide",22845,3,0,0
"ArmandCorse",22847,1,0,0
"thierrycre",22848,2,0,0
"julian_vadis",22851,1,0,0
"_seeyounever",22852,1,0,0
"LesVentsMauvais",22853,1,0,0
"Leaoko1",22857,1,0,0
"Canie47157495",22859,1,0,0
"kounetto",22860,1,0,0
"jm37000",22861,3,0,0
"AurelieLahaie",22862,1,0,0
"monster_kning",22869,1,0,0
"ganlanshu_A",22870,1,0,0
"Err0rSystem",22871,2,0,0
"benin0105",22873,1,0,0
"dykebouclettes",22874,1,0,0
"MartineValaire",22880,1,0,0
"DIGNEAU5",22881,1,0,0
"BrunoJadouille",22883,1,0,0
"fmomboisse",22886,3,15,5
"L_Guillemin",22888,1,0,0
"ninipeaudiench2",22889,3,0,0
"PandeliSymi",22892,1,0,0
"laure_jpg",22894,1,0,0
"atufain",22895,1,0,0
"hululle",22896,1,0,0
"CaptnCorbeau",22906,1,0,0
"JeanMarcMORIN1",22908,1,0,0
"PhilipBouriachi",22912,2,0,0
"Aetos445",22914,1,0,0
"GlitterallyPink",22915,1,0,0
"Uniquecmoi",22917,2,0,0
"JeanSolPartre3",22918,4,0,0
"MickQuinet",22920,1,0,0
"Loun_R",22922,2,0,0
"Doggpelganger",22924,3,0,0
"Diab0l029",22926,2,0,0
"T_Torpedo_",22928,1,0,0
"Vintage_Lov",22929,1,0,0
"FraOclair",22935,3,0,0
"CherieCoke",22938,1,0,0
"andrebreton81",22939,1,0,0
"NathalieSolal",22942,1,0,0
"aatlantee",22943,3,0,0
"Trebucheman",22946,1,0,0
"Azazoou",22947,1,0,0
"RatBoloss",22955,2,0,0
"MARIADACUNHA16",22958,1,0,0
"ananashx",22959,1,0,0
"oeildelotus",22961,1,0,0
"SlvaFria",22962,2,0,0
"JulieJoujou13",22967,1,0,0
"FrckMLD",22968,1,0,0
"sickaduckk",22971,1,0,0
"MxBrightside1",22972,1,0,0
"JosephineHitti",22975,2,0,0
"cadl83",22981,3,0,0
"ColaireLuis",22983,3,0,0
"Masson16422405",22986,8,0,0
"MaryHub75",22990,1,0,0
"Zorg_SSB",22991,3,0,0
"dorianmuser",22993,2,0,0
"KanarlequinNoob",22994,1,0,0
"thomas__coffin",22996,1,0,0
"MattEnergyFraiz",22998,1,0,0
"RytonLaveur",23000,2,0,0
"Krelix",23002,2,0,0
"DelourmeTristan",23003,1,0,0
"bibamboule",23004,2,2,1
"garrahouere",23005,1,0,0
"satanlilgal",23009,1,0,0
"radbabel",23010,4,0,0
"HBay94",23011,1,0,0
"OmbreMad",23012,5,0,0
"Kazend",23014,3,0,0
"nomdunbouquin",23017,1,0,0
"_Kabouka_",23020,2,0,0
"animalmartire",23024,3,0,0
"ssuilss",23027,1,0,0
"bienewolf",23031,1,0,0
"alainrigau",23033,2,0,0
"vincentcarriere",23035,1,0,0
"ThoseGayLads",23037,2,0,0
"Hdu60",23038,3,0,0
"ADENISRoger",23040,1,0,0
"Tsiporah2",23042,1,0,0
"DavidRives6",23044,4,0,0
"hdjduek",23045,1,0,0
"DDutoc",23048,3,0,0
"Confidentiel007",23049,2,0,0
"NPA_jeunes_metz",23050,1,1,1
"123soooooleil",23053,2,0,0
"Tael67",23055,2,0,0
"bidibobidiboo",23059,1,0,0
"LouisToussain20",23064,1,0,0
"thibaut92270",23066,1,0,0
"Lolitacoste1",23068,1,0,0
"clara_shrbk",23073,1,0,0
"Germenuber",23075,1,0,0
"DuteilSimon",23077,1,0,0
"_PePez_",23078,1,0,0
"Shakieyonce",23079,1,0,0
"Libert42323991",23082,1,0,0
"Mel_Zomb",23086,1,0,0
"audreygdf_",23087,1,0,0
"Thecaillou21",23088,1,0,0
"YBotoit",23089,4,0,0
"Ericetlydie",23094,1,0,0
"MAD06427011",23097,1,0,0
"anxietyoverlord",23098,1,0,0
"timaginekoi",23099,1,0,0
"_dumblondie",23100,1,0,0
"FrancoisDAssisi",23101,2,0,0
"Blondie_Black",23105,2,0,0
"oyshkenaze",23108,2,0,0
"pascalemorinie1",23110,2,31,15.5
"IspaNathalie",23112,1,0,0
"saturnered",23114,1,0,0
"DanteGiacomoni",23115,1,0,0
"valderite",23118,1,0,0
"AnarkAlice",23120,1,0,0
"Harvey_Joseph76",23122,1,0,0
"tpons",23123,1,0,0
"RobinMoussant",23126,1,0,0
"Sociosonsec",23127,2,0,0
"RobertThoral",23133,3,0,0
"marie_france_id",23134,2,0,0
"alexandrelgs37",23136,1,0,0
"_margochiste_",23137,1,0,0
"o_Albe_o",23142,2,0,0
"FraGuyard",23143,1,0,0
"Vero34Tb",23144,1,0,0
"MannonnM",23145,1,0,0
"3obouros3",23147,1,0,0
"PierreSejourne",23148,2,0,0
"gondebaude",23150,1,0,0
"Lukamiyu",23151,1,0,0
"Guegue131",23153,1,0,0
"thisisraindrops",23156,2,0,0
"Snydlock",23157,1,0,0
"UnionSolidaires",23159,3,90,30
"MisterChoupy",23161,1,0,0
"Pierre24432503",23162,1,0,0
"tessldsss",23168,1,0,0
"kiki_pox",23169,1,0,0
"cam_delorme",23171,1,0,0
"Registrar38",23173,1,0,0
"on_roule",23178,1,0,0
"RLawryn",23182,4,1,0.25
"wiquaya",23183,1,0,0
"picard_dit",23184,3,0,0
"Yellocrock",23186,1,0,0
"kenzotao",23190,1,0,0
"ARNAUDHADRYS",23191,4,0,0
"4R3N0",23192,1,0,0
"vert_poivron",23194,1,0,0
"Tenno1er",23196,2,0,0
"PARISMARAIS",23197,1,0,0
"RoemerAlain1",23201,2,0,0
"tristan_howl",23203,1,0,0
"boudeau_evelyne",23204,1,0,0
"NoAelithX",23205,3,0,0
"VincentC_31",23206,2,0,0
"KD4ui_QTi0b",23212,1,0,0
"Umber635147",23214,2,0,0
"bah_C_Mag",23216,2,0,0
"tang_sim",23217,1,0,0
"DPloton",23220,2,0,0
"Milady_Writer",23223,2,0,0
"RobertGuiscard5",23225,1,0,0
"namaste750",23227,1,1,1
"colin_mcmillen",23231,1,0,0
"Boumboumfr",23232,1,1,1
"carolspxrker",23233,1,0,0
"philjim7",23237,2,0,0
"Romain_Prlz",23238,4,92,23
"KilibibiV",23239,1,0,0
"JadeSerra1",23241,1,0,0
"apalaledel",23242,1,0,0
"mabartyy",23247,1,0,0
"ducanticon",23248,5,0,0
"DesGecko",23249,1,0,0
"rommcns",23250,2,0,0
"juliegaillot3",23252,1,0,0
"wshneg",23253,2,0,0
"jabial",23254,1,0,0
"coxchama",23255,1,0,0
"Gegelo3",23266,1,0,0
"Eztraduction",23267,1,0,0
"Clelest",23269,1,0,0
"HereComeTheSun1",23271,1,0,0
"Anaxagore63",23272,1,0,0
"alexiodino",23273,1,0,0
"acciodxpp",23274,3,0,0
"GuilbertAlain7",23277,1,0,0
"LMC_UR_PEACOCK",23281,1,0,0
"nxrcisse",23282,2,0,0
"AccroAuxSeries",23284,1,0,0
"NDesmarquoy",23285,1,0,0
"cyberb00mer",23286,1,0,0
"PapatMomo",23288,1,0,0
"Datsocandy",23289,1,0,0
"DuvalJean14",23290,1,0,0
"demons8311",23291,2,0,0
"GreenBlood_",23293,1,0,0
"Dixou1",23295,1,0,0
"neamhai_ciel",23296,1,0,0
"BenjyBrBo",23297,2,0,0
