"Label","date","Id","modularity_class","outdegree"
"20Minutes",2022-08-17 11:44:01,13443,"Centre",1
"Laurier_the_Fox",2022-08-17 15:57:22,1173,"Militant·e·s féministes et LGBTQIA+",1078
"Irishtarya",2022-08-17 15:57:50,9992,"Militant·e·s féministes et LGBTQIA+",0
"Lesboratory",2022-08-17 15:58:16,12833,"Militant·e·s féministes et LGBTQIA+",0
"Pandanas666",2022-08-17 16:03:10,9317,"Militant·e·s féministes et LGBTQIA+",0
"ReconnaiTrans",2022-08-17 16:07:34,18270,"Militant·e·s féministes et LGBTQIA+",0
"Leila__craft",2022-08-17 16:11:00,5491,"Militant·e·s féministes et LGBTQIA+",0
"JadeWhirl",2022-08-17 16:11:35,14939,"Militant·e·s féministes et LGBTQIA+",0
"julie_2_0",2022-08-17 16:12:30,8382,"Militant·e·s féministes et LGBTQIA+",0
"SpiderNoam",2022-08-17 16:13:51,50255,"Militant·e·s féministes et LGBTQIA+",0
"Pandanymous",2022-08-17 16:14:17,20436,"Militant·e·s féministes et LGBTQIA+",0
"lullysct",2022-08-17 16:15:02,2805,"Militant·e·s féministes et LGBTQIA+",0
"FrenchTransGal",2022-08-17 16:15:12,545,"Militant·e·s féministes et LGBTQIA+",0
"Asbelspring",2022-08-17 16:15:43,13267,"Militant·e·s féministes et LGBTQIA+",0
"moumoumum",2022-08-17 16:15:43,50251,"Militant·e·s féministes et LGBTQIA+",0
"Estelle39003272",2022-08-17 16:17:06,50249,"Militant·e·s féministes et LGBTQIA+",0
"IInfiltree",2022-08-17 16:17:18,23892,"Militant·e·s féministes et LGBTQIA+",0
"VPatigniez",2022-08-17 16:18:23,8830,"Centre",0
"Helautistic",2022-08-17 16:21:04,4867,"Militant·e·s féministes et LGBTQIA+",1
"Broderies2_0",2022-08-17 16:21:31,19647,"Militant·e·s féministes et LGBTQIA+",0
"hparadoxa",2022-08-17 16:23:25,12158,"Militant·e·s féministes et LGBTQIA+",2
"KallyGeekette",2022-08-17 16:23:38,19503,"Militant·e·s féministes et LGBTQIA+",0
"shiny_queer",2022-08-17 16:24:36,11448,"Militant·e·s féministes et LGBTQIA+",0
"FrancoisBillyM",2022-08-17 16:24:58,14237,"Militant·e·s féministes et LGBTQIA+",0
"AnotherBlueMoon",2022-08-17 16:26:09,50241,"Militant·e·s féministes et LGBTQIA+",0
"lodoniri",2022-08-17 16:27:46,4474,"Militant·e·s féministes et LGBTQIA+",0
"joelle_g9",2022-08-17 16:29:43,5683,"Militant·e·s féministes et LGBTQIA+",0
"Bex_Oscar",2022-08-17 16:30:13,6648,"Militant·e·s féministes et LGBTQIA+",0
"oceane_granier",2022-08-17 16:33:47,50237,"Militant·e·s féministes et LGBTQIA+",0
"GenderTrouble69",2022-08-17 16:33:50,976,"Militant·e·s féministes et LGBTQIA+",0
"roxantitout",2022-08-17 16:35:04,1418,"Militant·e·s féministes et LGBTQIA+",0
"lumsot",2022-08-17 16:37:09,1735,"Militant·e·s féministes et LGBTQIA+",0
"transeignante",2022-08-17 16:44:26,24144,"Militant·e·s féministes et LGBTQIA+",197
"DieuPinpin",2022-08-17 16:45:04,14462,"Militant·e·s féministes et LGBTQIA+",0
"_rebelrebel",2022-08-17 16:46:23,21954,"Militant·e·s féministes et LGBTQIA+",0
"VoyelSenMele",2022-08-17 16:50:36,9503,"Militant·e·s féministes et LGBTQIA+",0
"artistivore",2022-08-17 16:52:32,8766,"Militant·e·s féministes et LGBTQIA+",0
"winter_brownie",2022-08-17 16:53:35,6497,"Militant·e·s féministes et LGBTQIA+",0
"Raphaellakay",2022-08-17 16:54:45,50227,"Militant·e·s féministes et LGBTQIA+",0
"Diinna_999",2022-08-17 16:55:00,7660,"Militant·e·s féministes et LGBTQIA+",0
"CrispEmilia",2022-08-17 16:55:58,50225,"Militant·e·s féministes et LGBTQIA+",0
"sahshasalsa",2022-08-17 16:57:50,50224,"Militant·e·s féministes et LGBTQIA+",0
"HRamyeon",2022-08-17 16:58:47,50223,"Militant·e·s féministes et LGBTQIA+",0
"AlixBribri",2022-08-17 16:59:12,50222,"Militant·e·s féministes et LGBTQIA+",0
"Nildeala",2022-08-17 17:04:20,13951,"Militant·e·s féministes et LGBTQIA+",0
"Fernandezcomics",2022-08-17 17:04:25,30087,"Personnalités et groupes de gauche",0
"AnnaBrd5",2022-08-17 17:06:11,1894,"Militant·e·s féministes et LGBTQIA+",35
"MWonderBatman",2022-08-17 17:06:17,33902,"Militant·e·s féministes et LGBTQIA+",0
"yetAnotherCis",2022-08-17 17:08:06,5266,"Militant·e·s féministes et LGBTQIA+",0
"Claptrapcefdp",2022-08-17 17:11:04,18215,"Militant·e·s féministes et LGBTQIA+",0
"I_ainttellin",2022-08-17 17:11:44,13253,"Militant·e·s féministes et LGBTQIA+",10
"pipoute_",2022-08-17 17:16:24,50214,"Militant·e·s féministes et LGBTQIA+",0
"zylosophe",2022-08-17 17:16:55,50213,"Militant·e·s féministes et LGBTQIA+",0
"Ayden_444",2022-08-17 17:16:59,14627,"Militant·e·s féministes et LGBTQIA+",0
"Mariie_362",2022-08-17 17:18:43,22816,"Militant·e·s féministes et LGBTQIA+",0
"FlettTarti",2022-08-17 17:18:55,5328,"Militant·e·s féministes et LGBTQIA+",19
"RazielRad",2022-08-17 17:19:40,13571,"Militant·e·s féministes et LGBTQIA+",0
"_oscar_grv",2022-08-17 17:19:46,50208,"Militant·e·s féministes et LGBTQIA+",0
"nonocplussimple",2022-08-17 17:20:19,19572,"Militant·e·s féministes et LGBTQIA+",0
"Erylismaker",2022-08-17 17:22:41,36651,"Militant·e·s féministes et LGBTQIA+",0
"TheLardon",2022-08-17 17:24:28,50205,"Militant·e·s féministes et LGBTQIA+",0
"AnnaStevensonFR",2022-08-17 17:25:19,50204,"Militant·e·s féministes et LGBTQIA+",0
"aaers_org",2022-08-17 17:25:32,18314,"Militant·e·s féministes et LGBTQIA+",0
"Juliadwushaz",2022-08-17 17:26:35,16581,"Militant·e·s féministes et LGBTQIA+",0
"maikoki",2022-08-17 17:30:22,170,"Militant·e·s féministes et LGBTQIA+",0
"iarwainPi",2022-08-17 17:31:26,50200,"Militant·e·s féministes et LGBTQIA+",0
"Jesuisn2",2022-08-17 17:32:14,45968,"Militant·e·s féministes et LGBTQIA+",0
"ichigoscott",2022-08-17 17:39:58,11015,"Militant·e·s féministes et LGBTQIA+",0
"orangemecanike",2022-08-17 17:40:22,41634,"Militant·e·s féministes et LGBTQIA+",3
"weny_j",2022-08-17 17:40:26,50197,"Militant·e·s féministes et LGBTQIA+",0
"moutaineBZH",2022-08-17 17:41:19,15974,"Militant·e·s féministes et LGBTQIA+",0
"jjuulliiee8",2022-08-17 17:43:12,17377,"Militant·e·s féministes et LGBTQIA+",0
"sorain2",2022-08-17 17:44:49,41633,"Conspirationnistes identitaires",0
"Ieletaitunefois",2022-08-17 17:46:08,18251,"Militant·e·s féministes et LGBTQIA+",0
"MartyMc15487736",2022-08-17 17:46:34,50193,"Militant·e·s féministes et LGBTQIA+",0
"BibiLaDiva1",2022-08-17 17:46:52,1918,"Militant·e·s féministes et LGBTQIA+",0
"DeatsyBlue",2022-08-17 17:47:39,16262,"Militant·e·s féministes et LGBTQIA+",0
"eramoony",2022-08-17 17:47:51,50190,"Militant·e·s féministes et LGBTQIA+",0
"Some_Writer_Cat",2022-08-17 17:48:35,5528,"Militant·e·s féministes et LGBTQIA+",0
"stc019",2022-08-17 17:52:23,50188,"Militant·e·s féministes et LGBTQIA+",0
"Ocean_Disaster",2022-08-17 17:52:40,47040,"Militant·e·s féministes et LGBTQIA+",0
"jumpysnnake",2022-08-17 17:53:31,39361,"Militant·e·s féministes et LGBTQIA+",0
"vive_patates",2022-08-17 17:55:10,4531,"Militant·e·s féministes et LGBTQIA+",0
"Helypheria",2022-08-17 17:56:40,50184,"Militant·e·s féministes et LGBTQIA+",0
"Buckys_plum_",2022-08-17 17:58:43,1288,"Militant·e·s féministes et LGBTQIA+",0
"Leitha_GND",2022-08-17 17:59:43,39645,"Militant·e·s féministes et LGBTQIA+",4
"VickySaintAnge",2022-08-17 18:00:10,7173,"Militant·e·s féministes et LGBTQIA+",0
"max_att4k",2022-08-17 18:00:16,50180,"Militant·e·s féministes et LGBTQIA+",0
"animrac2517",2022-08-17 18:00:45,50179,"Militant·e·s féministes et LGBTQIA+",0
"Coradude",2022-08-17 18:02:12,50178,"Militant·e·s féministes et LGBTQIA+",0
"chou_fabuleux",2022-08-17 18:02:20,13393,"Militant·e·s féministes et LGBTQIA+",0
"PeryleneBleu",2022-08-17 18:02:23,32294,"Militant·e·s féministes et LGBTQIA+",0
"TheFlashGL",2022-08-17 18:02:30,17831,"Militant·e·s féministes et LGBTQIA+",0
"simenalaienn",2022-08-17 18:02:37,12396,"Militant·e·s féministes et LGBTQIA+",0
"MekaFri",2022-08-17 18:05:56,17689,"Militant·e·s féministes et LGBTQIA+",0
"SilverSober",2022-08-17 18:06:17,13541,"Militant·e·s féministes et LGBTQIA+",0
"_Gampr",2022-08-17 18:07:06,6286,"Militant·e·s féministes et LGBTQIA+",0
"ethan_oolbackup",2022-08-17 18:08:55,21293,"Militant·e·s féministes et LGBTQIA+",0
"PafelicShow",2022-08-17 18:09:34,2737,"Militant·e·s féministes et LGBTQIA+",0
"clare_furious",2022-08-17 18:11:54,734,"Militant·e·s féministes et LGBTQIA+",0
"Poivron2",2022-08-17 18:15:48,8537,"Extrême-droite",3
"gayygod",2022-08-17 18:16:29,50167,"Militant·e·s féministes et LGBTQIA+",0
"MadmoiselleFifi",2022-08-17 18:16:43,3198,"Militant·e·s féministes et LGBTQIA+",0
"Spoonie_Ville",2022-08-17 18:17:39,23691,"Militant·e·s féministes et LGBTQIA+",0
"Lysouillepaupie",2022-08-17 18:19:59,6994,"Militant·e·s féministes et LGBTQIA+",0
"Soph_Sight",2022-08-17 18:25:54,50163,"Militant·e·s féministes et LGBTQIA+",0
"FlorianJudith",2022-08-17 18:27:01,2486,"Militant·e·s féministes et LGBTQIA+",0
"413Error",2022-08-17 18:29:54,50162,"Militant·e·s féministes et LGBTQIA+",0
"scruffy_XX",2022-08-17 18:31:43,50161,"Militant·e·s féministes et LGBTQIA+",0
"HermitCyclop",2022-08-17 18:33:48,50160,"Militant·e·s féministes et LGBTQIA+",0
"Loulou_727",2022-08-17 18:34:01,50159,"Militant·e·s féministes et LGBTQIA+",0
"Sfx_Alien",2022-08-17 18:35:02,10623,"Militant·e·s féministes et LGBTQIA+",0
"pourquoipablo",2022-08-17 18:38:01,5962,"Militant·e·s féministes et LGBTQIA+",0
"SocialNyx",2022-08-17 18:38:32,2132,"Militant·e·s féministes et LGBTQIA+",0
"lmbd_rose",2022-08-17 18:38:39,22015,"Militant·e·s féministes et LGBTQIA+",0
"emobatboy_",2022-08-17 18:38:56,1822,"Militant·e·s féministes et LGBTQIA+",0
"cotesdesneiges",2022-08-17 18:39:03,19139,"Militant·e·s féministes et LGBTQIA+",0
"PhantomL95",2022-08-17 18:39:07,8690,"Militant·e·s féministes et LGBTQIA+",0
"bezuelsa",2022-08-17 18:39:19,50151,"Militant·e·s féministes et LGBTQIA+",0
"Bphegorswiss",2022-08-17 18:39:50,1898,"Militant·e·s féministes et LGBTQIA+",0
"Will_MacLink",2022-08-17 18:43:21,20068,"Militant·e·s féministes et LGBTQIA+",0
"Mayy_aaa",2022-08-17 18:44:28,50148,"Militant·e·s féministes et LGBTQIA+",0
"likeapumpkiin",2022-08-17 18:47:54,50147,"Militant·e·s féministes et LGBTQIA+",0
"Whitewolfsvd",2022-08-17 18:48:27,2615,"Militant·e·s féministes et LGBTQIA+",0
"Scarlet_Gaelle_",2022-08-17 18:48:49,16164,"Militant·e·s féministes et LGBTQIA+",0
"MashaKitsune",2022-08-17 18:49:27,44950,"Militant·e·s féministes et LGBTQIA+",0
"JuriXtl",2022-08-17 18:52:36,50143,"Militant·e·s féministes et LGBTQIA+",0
"finespere",2022-08-17 18:53:32,50142,"Militant·e·s féministes et LGBTQIA+",0
"factoseptik",2022-08-17 18:55:09,50141,"Militant·e·s féministes et LGBTQIA+",0
"RashBandicootz",2022-08-17 18:56:48,2142,"Militant·e·s féministes et LGBTQIA+",0
"LostmemoryCoco",2022-08-17 18:57:30,36927,"Militant·e·s féministes et LGBTQIA+",0
"Tikoklakour",2022-08-17 18:59:45,49235,"Militant·e·s féministes et LGBTQIA+",0
"lumieremorte_",2022-08-17 19:01:04,50137,"Militant·e·s féministes et LGBTQIA+",0
"BananaLicorne",2022-08-17 19:02:12,50136,"Militant·e·s féministes et LGBTQIA+",0
"LaetiNekoEnte",2022-08-17 19:04:16,12936,"Militant·e·s féministes et LGBTQIA+",0
"Doudouilledo",2022-08-17 19:05:30,4147,"Militant·e·s féministes et LGBTQIA+",0
"anonycam6",2022-08-17 19:06:41,27068,"Centre",0
"ChrstphSln",2022-08-17 19:08:12,50132,"Militant·e·s féministes et LGBTQIA+",0
"ozmanalyse",2022-08-17 19:10:53,242,"Militant·e·s féministes et LGBTQIA+",0
"Le_lombric_fou6",2022-08-17 19:11:55,41627,"Néoconservateurs",1
"carrie_bouh",2022-08-17 19:15:05,21337,"Militant·e·s féministes et LGBTQIA+",0
"lea_lpx",2022-08-17 19:20:12,13397,"Centre",0
"Kellysh_pv",2022-08-17 19:20:35,1122,"Militant·e·s féministes et LGBTQIA+",0
"Liam_K08",2022-08-17 19:22:32,50127,"Militant·e·s féministes et LGBTQIA+",0
"LouTheSceptic",2022-08-17 19:23:14,21684,"Militant·e·s féministes et LGBTQIA+",0
"RPGsquare06",2022-08-17 19:25:49,13331,"Militant·e·s féministes et LGBTQIA+",5
"chan_sardine",2022-08-17 19:27:51,101,"Militant·e·s féministes et LGBTQIA+",0
"ch3rry___b0y",2022-08-17 19:28:30,18534,"Militant·e·s féministes et LGBTQIA+",0
"ZanonCm",2022-08-17 19:29:27,29899,"Personnalités et groupes de gauche",0
"tocka____",2022-08-17 19:29:40,19356,"Militant·e·s féministes et LGBTQIA+",0
"wshlescoupains",2022-08-17 19:31:36,50121,"Militant·e·s féministes et LGBTQIA+",0
"TheWeirdGirl_ac",2022-08-17 19:31:41,50120,"Militant·e·s féministes et LGBTQIA+",0
"douce_lueur",2022-08-17 19:31:54,50119,"Militant·e·s féministes et LGBTQIA+",0
"Sarah_Ghey",2022-08-17 19:33:48,50118,"Militant·e·s féministes et LGBTQIA+",0
"aatlantee",2022-08-17 19:39:12,22943,"Militant·e·s féministes et LGBTQIA+",0
"elliit_volt",2022-08-17 19:42:18,50116,"Militant·e·s féministes et LGBTQIA+",0
"shilderi",2022-08-17 19:42:32,2514,"Militant·e·s féministes et LGBTQIA+",0
"gerard_bonnard",2022-08-17 19:43:16,16097,"Militant·e·s féministes et LGBTQIA+",0
"yeezlouise",2022-08-17 19:45:42,12382,"Centre",0
"SPioupiou2",2022-08-17 19:49:32,50112,"Militant·e·s féministes et LGBTQIA+",0
"momo3point0",2022-08-17 19:55:18,2901,"Militant·e·s féministes et LGBTQIA+",0
"S_briiina",2022-08-17 19:56:41,7539,"Militant·e·s féministes et LGBTQIA+",0
"ElessBomz",2022-08-17 19:57:12,22187,"Militant·e·s féministes et LGBTQIA+",0
"Wellanryuuguji",2022-08-17 19:57:46,16029,"Militant·e·s féministes et LGBTQIA+",0
"LostPackages",2022-08-17 19:58:24,712,"Militant·e·s féministes et LGBTQIA+",0
"H4v3l0ck",2022-08-17 19:58:48,10754,"Militant·e·s féministes et LGBTQIA+",0
"jibetcreations",2022-08-17 20:02:28,50105,"Militant·e·s féministes et LGBTQIA+",0
"Aliaenor_",2022-08-17 20:04:16,50104,"Militant·e·s féministes et LGBTQIA+",0
"TFlyingCaribou",2022-08-17 20:04:40,28911,"Militant·e·s féministes et LGBTQIA+",0
"ElaineVKer",2022-08-17 20:05:54,50102,"Militant·e·s féministes et LGBTQIA+",0
"sindrael",2022-08-17 20:06:27,940,"Militant·e·s féministes et LGBTQIA+",0
"JorisGoncalves",2022-08-17 20:06:40,5114,"Militant·e·s féministes et LGBTQIA+",0
"GrgoireTaconet",2022-08-17 20:09:06,5930,"Militant·e·s féministes et LGBTQIA+",0
"aadaamaa20",2022-08-17 20:10:08,4,"Militant·e·s féministes et LGBTQIA+",0
"disabalcheran",2022-08-17 20:19:03,50097,"Militant·e·s féministes et LGBTQIA+",0
"Bexiron",2022-08-17 20:24:01,32152,"Personnalités et groupes de gauche",0
"docteurgece",2022-08-17 20:26:12,50095,"Militant·e·s féministes et LGBTQIA+",0
"majorloucarter",2022-08-17 20:28:11,50094,"Militant·e·s féministes et LGBTQIA+",0
"Beminoe",2022-08-17 20:28:44,14314,"Militant·e·s féministes et LGBTQIA+",0
"DeborahValdman",2022-08-17 20:30:37,50092,"Militant·e·s féministes et LGBTQIA+",0
"angeefaeree",2022-08-17 20:36:22,50091,"Militant·e·s féministes et LGBTQIA+",0
"Noumenie",2022-08-17 20:38:36,2952,"Militant·e·s féministes et LGBTQIA+",0
"Gretagarbeige",2022-08-17 20:43:43,7152,"Militant·e·s féministes et LGBTQIA+",0
"arieladyy",2022-08-17 20:48:59,50088,"Militant·e·s féministes et LGBTQIA+",0
"Trans2FacLocal",2022-08-17 20:50:17,50087,"Militant·e·s féministes et LGBTQIA+",0
"JonaLhuillier",2022-08-17 20:50:27,50086,"Militant·e·s féministes et LGBTQIA+",0
"asleslt",2022-08-17 20:51:29,50085,"Militant·e·s féministes et LGBTQIA+",0
"Lyaan09107721",2022-08-17 20:51:56,50084,"Militant·e·s féministes et LGBTQIA+",0
"RowN_Cheese",2022-08-17 20:52:04,50083,"Militant·e·s féministes et LGBTQIA+",0
"mynamesastou",2022-08-17 21:06:17,44128,"Militant·e·s féministes et LGBTQIA+",0
"zephrode",2022-08-17 21:07:42,12720,"Personnalités et groupes de gauche",0
"IImpopulaire",2022-08-17 21:24:56,1973,"Centre",0
"50Nuancesdetwt",2022-08-17 21:26:08,21755,"Extrême-droite",2
"ALBERTINIAlbe20",2022-08-17 21:27:11,4392,"Néoconservateurs",63
"Quinga_",2022-08-17 21:29:10,50079,"Militant·e·s féministes et LGBTQIA+",0
"louisebothe",2022-08-17 21:33:39,50078,"Militant·e·s féministes et LGBTQIA+",0
"TheMessyGirl__",2022-08-17 21:33:56,50077,"Militant·e·s féministes et LGBTQIA+",0
"Sasha_tte",2022-08-17 21:34:32,5081,"Militant·e·s féministes et LGBTQIA+",0
"oooynop",2022-08-17 21:35:52,5779,"Militant·e·s féministes et LGBTQIA+",0
"OrangetteBud",2022-08-17 21:36:46,7383,"Militant·e·s féministes et LGBTQIA+",0
"CHEETAHCURVES",2022-08-17 21:37:09,50073,"Militant·e·s féministes et LGBTQIA+",0
"MadameTournesoI",2022-08-17 21:37:11,50072,"Militant·e·s féministes et LGBTQIA+",0
"loutrinel",2022-08-17 21:38:35,6418,"Militant·e·s féministes et LGBTQIA+",0
"grushivtsvetu",2022-08-17 21:40:16,50070,"Militant·e·s féministes et LGBTQIA+",0
"FcpePicardie",2022-08-17 21:40:33,50069,"Militant·e·s féministes et LGBTQIA+",0
"cafecitocalente",2022-08-17 21:43:58,13889,"Militant·e·s féministes et LGBTQIA+",0
"Eroneo_",2022-08-17 21:47:56,50067,"Militant·e·s féministes et LGBTQIA+",0
"BertagaTweet",2022-08-17 21:50:02,30143,"Militant·e·s féministes et LGBTQIA+",2
"GlosalRiotKorp",2022-08-17 21:56:22,19289,"Militant·e·s féministes et LGBTQIA+",0
"MatheoJsn",2022-08-17 21:56:23,12301,"Centre",0
"_ynnvf",2022-08-17 21:58:31,50064,"Militant·e·s féministes et LGBTQIA+",0
"JLWKm",2022-08-17 21:58:52,13179,"Militant·e·s féministes et LGBTQIA+",0
"inthetoppaddock",2022-08-17 22:03:34,9494,"Militant·e·s féministes et LGBTQIA+",0
"BeranSaum",2022-08-17 22:04:26,50061,"Militant·e·s féministes et LGBTQIA+",0
"Yvikiv",2022-08-17 22:07:33,50060,"Militant·e·s féministes et LGBTQIA+",0
"EmmaDac",2022-08-17 22:10:25,48548,"Militant·e·s féministes et LGBTQIA+",0
"quelquesmaux",2022-08-17 22:16:14,7227,"Militant·e·s féministes et LGBTQIA+",0
"TheKamHugh",2022-08-17 22:16:49,50057,"Militant·e·s féministes et LGBTQIA+",0
"au_oise",2022-08-17 22:17:15,33387,"Néoconservateurs",0
"adelebardam",2022-08-17 22:18:44,13600,"Néoconservateurs",0
"Embicyclette",2022-08-17 22:25:38,13840,"Militant·e·s féministes et LGBTQIA+",0
"D0ppel_g4nger",2022-08-17 22:31:10,4727,"Militant·e·s féministes et LGBTQIA+",0
"bi_nne",2022-08-17 22:33:45,2625,"Militant·e·s féministes et LGBTQIA+",0
"SailorCourge",2022-08-17 22:34:20,24112,"Militant·e·s féministes et LGBTQIA+",0
"ClaudioStachek",2022-08-17 22:38:09,7968,"Militant·e·s féministes et LGBTQIA+",0
"ScaredNevray",2022-08-17 22:41:27,50051,"Militant·e·s féministes et LGBTQIA+",0
"69vieille",2022-08-17 22:43:27,6824,"Militant·e·s féministes et LGBTQIA+",0
"uwu_hihihi",2022-08-17 22:55:53,12886,"Militant·e·s féministes et LGBTQIA+",0
"Sak_mymce",2022-08-17 22:55:55,50048,"Militant·e·s féministes et LGBTQIA+",0
"mugxfher",2022-08-17 23:05:11,20084,"Militant·e·s féministes et LGBTQIA+",0
"aroufoxx",2022-08-17 23:10:00,10091,"Militant·e·s féministes et LGBTQIA+",0
"Phil_kurono",2022-08-17 23:17:32,17716,"Militant·e·s féministes et LGBTQIA+",0
"Wolf_Thorn_bc",2022-08-17 23:18:35,50044,"Militant·e·s féministes et LGBTQIA+",0
"gaydrian_smith",2022-08-17 23:25:48,5086,"Militant·e·s féministes et LGBTQIA+",0
"MorganJasiens",2022-08-18 00:45:40,8135,"Militant·e·s féministes et LGBTQIA+",4
"Kvtaleya",2022-08-18 00:53:38,40913,"Militant·e·s féministes et LGBTQIA+",0
"Justinejustemoi",2022-08-18 00:55:57,1101,"Centre",0
"Xanxsam",2022-08-18 01:03:41,50039,"Militant·e·s féministes et LGBTQIA+",0
"The_Reploid",2022-08-18 01:08:38,50038,"Militant·e·s féministes et LGBTQIA+",0
"ohyoungerhunger",2022-08-18 02:22:33,15252,"Militant·e·s féministes et LGBTQIA+",0
"Moumounepujol",2022-08-18 03:24:23,45841,"Militant·e·s féministes et LGBTQIA+",0
"KevRazorS",2022-08-18 03:25:22,17135,"Néoconservateurs",0
"camillepujol14",2022-08-18 03:46:41,2582,"Militant·e·s féministes et LGBTQIA+",0
"lamatassoni",2022-08-18 04:00:03,50033,"Militant·e·s féministes et LGBTQIA+",0
"mackenzieandme",2022-08-18 04:05:54,50032,"Militant·e·s féministes et LGBTQIA+",0
"AlesonJohnson",2022-08-18 04:16:56,7758,"Militant·e·s féministes et LGBTQIA+",0
"Sanaki_XIII",2022-08-18 04:17:37,50030,"Militant·e·s féministes et LGBTQIA+",0
"Colette_Shaya",2022-08-18 04:21:23,50029,"Militant·e·s féministes et LGBTQIA+",0
"MagaliQuelennec",2022-08-18 04:24:31,1175,"Militant·e·s féministes et LGBTQIA+",0
"dodocurieux",2022-08-18 04:36:36,1955,"Militant·e·s féministes et LGBTQIA+",0
"moumdown",2022-08-18 04:38:08,50026,"Militant·e·s féministes et LGBTQIA+",0
"soan_t_informe",2022-08-18 04:44:01,16887,"Militant·e·s féministes et LGBTQIA+",0
"_Heyla_",2022-08-18 05:01:11,15459,"Militant·e·s féministes et LGBTQIA+",0
"PhColomb",2022-08-18 05:10:36,50023,"Militant·e·s féministes et LGBTQIA+",0
"olilrs",2022-08-18 05:11:02,50022,"Militant·e·s féministes et LGBTQIA+",0
"slavignotte",2022-08-18 05:12:08,18231,"Militant·e·s féministes et LGBTQIA+",0
"Flo_Dpcl",2022-08-18 05:19:50,36873,"Militant·e·s féministes et LGBTQIA+",0
"3llie",2022-08-18 05:41:41,8734,"Militant·e·s féministes et LGBTQIA+",0
"nojhan",2022-08-18 05:48:33,50019,"Militant·e·s féministes et LGBTQIA+",0
"LoskLive",2022-08-18 05:55:41,50018,"Militant·e·s féministes et LGBTQIA+",0
"cabbagecorp_",2022-08-18 06:14:05,29656,"Militant·e·s féministes et LGBTQIA+",0
"NousToutes974",2022-08-18 06:14:50,19100,"Militant·e·s féministes et LGBTQIA+",0
"BakaLunaFae",2022-08-18 06:32:31,5883,"Militant·e·s féministes et LGBTQIA+",0
"Alex_Deval_",2022-08-18 06:41:17,33424,"Personnalités et groupes de gauche",0
"alixrbn",2022-08-18 06:43:39,50013,"Militant·e·s féministes et LGBTQIA+",0
"hollowgrimm2",2022-08-18 06:51:00,13318,"Militant·e·s féministes et LGBTQIA+",0
"marushah",2022-08-18 06:51:57,1639,"Militant·e·s féministes et LGBTQIA+",3
"Guigush1",2022-08-18 06:52:05,19125,"Personnalités et groupes de gauche",0
"Blaxapate",2022-08-18 06:53:03,50009,"Militant·e·s féministes et LGBTQIA+",0
"lucyriou44",2022-08-18 06:53:37,10089,"Militant·e·s féministes et LGBTQIA+",0
"alexxprs",2022-08-18 06:59:49,50007,"Militant·e·s féministes et LGBTQIA+",0
"GroDarrenEllis",2022-08-18 07:02:16,50006,"Militant·e·s féministes et LGBTQIA+",0
"mynameis_gl",2022-08-18 07:03:11,50005,"Militant·e·s féministes et LGBTQIA+",0
"UrMyBitchDude",2022-08-18 07:18:07,50004,"Militant·e·s féministes et LGBTQIA+",0
"sageplouf",2022-08-18 07:20:35,50003,"Militant·e·s féministes et LGBTQIA+",0
"2hetquart",2022-08-18 07:22:58,50002,"Militant·e·s féministes et LGBTQIA+",0
"Beryl_thePeril",2022-08-18 07:22:59,1204,"Militant·e·s féministes et LGBTQIA+",0
"MllzPoulpe",2022-08-18 07:24:59,50001,"Militant·e·s féministes et LGBTQIA+",0
"anarcowlife",2022-08-18 07:25:37,50000,"Militant·e·s féministes et LGBTQIA+",0
"pevmardoc",2022-08-18 07:29:23,49999,"Militant·e·s féministes et LGBTQIA+",0
"acceptesst",2022-08-18 07:30:00,6658,"Militant·e·s féministes et LGBTQIA+",0
"mysterty",2022-08-18 07:30:13,34962,"Militant·e·s féministes et LGBTQIA+",0
"_ckamille",2022-08-18 07:30:21,49996,"Militant·e·s féministes et LGBTQIA+",0
"Cappell21236423",2022-08-18 07:30:42,41607,"Conspirationnistes identitaires",0
"WickEssenceHall",2022-08-18 07:30:48,49995,"Militant·e·s féministes et LGBTQIA+",0
"rousseau_sara1",2022-08-18 07:38:37,49994,"Militant·e·s féministes et LGBTQIA+",0
"lafauteaufoot",2022-08-18 07:40:33,24478,"Militant·e·s féministes et LGBTQIA+",0
"guyliner_",2022-08-18 07:41:35,8972,"Militant·e·s féministes et LGBTQIA+",0
"sugachim2",2022-08-18 07:41:58,49991,"Militant·e·s féministes et LGBTQIA+",0
"NSeddiki",2022-08-18 07:47:34,41605,"Néoconservateurs",6
"FawcettSinndy",2022-08-18 07:55:53,8908,"Militant·e·s féministes et LGBTQIA+",0
"sophiedelannoy5",2022-08-18 07:57:14,18062,"Militant·e·s féministes et LGBTQIA+",0
"EricLegrand40",2022-08-18 07:58:18,3544,"Néoconservateurs",1
"newylg",2022-08-18 07:58:47,33435,"Centre",1
"KatyCat_Meow",2022-08-18 07:59:21,49988,"Militant·e·s féministes et LGBTQIA+",0
"AntoineSollon",2022-08-18 08:05:23,49987,"Militant·e·s féministes et LGBTQIA+",0
"Proc_lucide",2022-08-18 08:06:05,14167,"Alt-right",0
"glimmerbow1",2022-08-18 08:10:30,33952,"Militant·e·s féministes et LGBTQIA+",0
"qwanta137",2022-08-18 08:10:52,23636,"Militant·e·s féministes et LGBTQIA+",0
"Bloups9",2022-08-18 08:12:43,26448,"Néoconservateurs",0
