"Label","date","Id","modularity_class","outdegree"
"mimosas23",2022-08-19 06:26:29,32660,"Alt-right",0
"poetryfordonkey",2022-08-19 06:26:56,17690,"Néoconservateurs",1
"Girolata20",2022-08-19 06:27:00,16696,"Extrême-droite",0
"Valesparadise",2022-08-19 06:27:11,31388,"Alt-right",0
"Donald_Sept",2022-08-19 06:27:11,47708,"Alt-right",0
"hennebert8",2022-08-19 06:27:12,47706,"Militant·e·s féministes et LGBTQIA+",0
"Superna83099193",2022-08-19 06:27:16,47705,"Militant·e·s féministes et LGBTQIA+",0
"yvettec56403955",2022-08-19 06:27:17,16545,"Extrême-droite",0
"Semjil",2022-08-19 06:28:10,38840,"Néoconservateurs",10
"godetgerard1",2022-08-19 06:28:12,38839,"Alt-right",0
"dossantos5271",2022-08-19 06:28:22,13347,"Extrême-droite",0
"Vyve17",2022-08-19 06:28:56,45870,"Rassemblement National",0
"lamidelmarc3",2022-08-19 06:29:08,41932,"Alt-right",0
"mitsouko06",2022-08-19 06:29:22,6962,"Extrême-droite",0
"Sdautriche95",2022-08-19 06:29:33,36993,"Alt-right",0
"patrioteFr75",2022-08-19 06:29:43,7424,"Alt-right",1
"Gerard_Perfetti",2022-08-19 06:29:43,47682,"Extrême-droite",0
"Raphael_1827",2022-08-19 06:30:00,12002,"Alt-right",0
"christiansiv",2022-08-19 06:30:01,44122,"Néoconservateurs",0
"silencelunaire",2022-08-19 06:30:06,47699,"Militant·e·s féministes et LGBTQIA+",0
"LaColitruche",2022-08-19 06:30:24,12098,"Alt-right",0
"Colinegreen",2022-08-19 06:30:39,28039,"Militant·e·s féministes et LGBTQIA+",0
"hdperso13",2022-08-19 06:30:47,7602,"Alt-right",0
"morelightshine",2022-08-19 06:30:56,35319,"Alt-right",0
"miseaupoint2",2022-08-19 06:31:20,47696,"Alt-right",0
"hdjebar",2022-08-19 06:31:22,29217,"Néoconservateurs",0
"dcrf94",2022-08-19 06:31:36,16012,"Alt-right",0
"SacajackP",2022-08-19 06:32:20,47693,"Alt-right",0
"LugnierMichele",2022-08-19 06:32:36,690,"Alt-right",0
"126Polar",2022-08-19 06:32:44,8518,"Alt-right",0
"MarionT10095967",2022-08-19 06:32:57,38825,"Néoconservateurs",0
"sio_mcr",2022-08-19 06:33:16,47689,"Militant·e·s féministes et LGBTQIA+",0
"DoleVeronique",2022-08-19 06:33:35,38823,"Alt-right",0
"NicolasNonime",2022-08-19 06:33:35,9520,"Militant·e·s féministes et LGBTQIA+",14
"Docteur_Ya_Ya",2022-08-19 06:34:09,8131,"Néoconservateurs",0
"JuCottonflower",2022-08-19 06:34:09,36206,"Militant·e·s féministes et LGBTQIA+",0
"monique_barret",2022-08-19 06:34:12,6131,"Alt-right",0
"SbastienR8",2022-08-19 06:35:04,38818,"Extrême-droite",0
"Patchwork_vid",2022-08-19 06:35:06,47686,"Militant·e·s féministes et LGBTQIA+",0
"Elena12167529",2022-08-19 06:35:07,16010,"Conspirationnistes identitaires",0
"LuffyForever1",2022-08-19 06:35:19,2843,"Militant·e·s féministes et LGBTQIA+",0
"AiEquipe",2022-08-19 06:35:31,32,"Alt-right",0
"vale_vaccaro",2022-08-19 06:35:33,47685,"Militant·e·s féministes et LGBTQIA+",0
"alainpachot",2022-08-19 06:35:48,29564,"Néoconservateurs",0
"bmiras",2022-08-19 06:35:49,47681,"Militant·e·s féministes et LGBTQIA+",0
"algeco83",2022-08-19 06:35:51,47437,"Alt-right",0
"nellepatron",2022-08-19 06:36:07,47679,"Néoconservateurs",0
"ClaudeRuscica",2022-08-19 06:36:39,17809,"Alt-right",0
"lorentz444",2022-08-19 06:36:41,19177,"Alt-right",0
"ElFamosoJMLP",2022-08-19 06:36:42,38808,"Alt-right",0
"legrandlustucru",2022-08-19 06:36:52,23535,"Néoconservateurs",0
"CaptNettle",2022-08-19 06:36:58,5331,"Militant·e·s féministes et LGBTQIA+",0
"Lesfrereskto",2022-08-19 06:37:21,47674,"Extrême-droite",45
"ClaudyT2",2022-08-19 06:37:31,43166,"Conspirationnistes identitaires",0
"PilainRegine",2022-08-19 06:37:40,26080,"Alt-right",0
"martiop66",2022-08-19 06:37:44,16299,"Militant·e·s féministes et LGBTQIA+",0
"CRosyne",2022-08-19 06:37:46,1836,"Néoconservateurs",0
"LesCochin",2022-08-19 06:37:51,38600,"Alt-right",3
"From_Marseille",2022-08-19 06:37:53,4288,"Alt-right",0
"nabab64",2022-08-19 06:38:02,14346,"Alt-right",2
"Altoviola_",2022-08-19 06:38:04,119,"Militant·e·s féministes et LGBTQIA+",0
"ComeCarpentier",2022-08-19 06:38:04,47666,"Alt-right",0
"Viadd",2022-08-19 06:38:31,47665,"Militant·e·s féministes et LGBTQIA+",0
"Zoram381",2022-08-19 06:38:33,11923,"Alt-right",0
"JeromeCalvini",2022-08-19 06:38:35,4030,"Néoconservateurs",0
"beoceartemis752",2022-08-19 06:39:09,38359,"Extrême-droite",0
"9talou",2022-08-19 06:39:27,38796,"Alt-right",0
"neau_alain",2022-08-19 06:39:30,27670,"Néoconservateurs",0
"mfouquenet",2022-08-19 06:39:31,47660,"Militant·e·s féministes et LGBTQIA+",0
"JULIA17337917",2022-08-19 06:39:55,46325,"Rassemblement National",0
"juju98000",2022-08-19 06:39:57,12335,"Extrême-droite",0
"GelinPatrick4",2022-08-19 06:39:58,38793,"Alt-right",0
"Shyzzen",2022-08-19 06:40:02,38791,"Alt-right",0
"lezardapplik",2022-08-19 06:40:18,697,"Militant·e·s féministes et LGBTQIA+",0
"arcana59",2022-08-19 06:40:24,4360,"Alt-right",0
"Karine27812939",2022-08-19 06:40:46,12464,"Néoconservateurs",0
"Egedan___",2022-08-19 06:40:48,47654,"Militant·e·s féministes et LGBTQIA+",0
"FrClement14",2022-08-19 06:40:50,47653,"Alt-right",0
"PkKeineg",2022-08-19 06:41:01,14593,"Néoconservateurs",0
"LeChaptor",2022-08-19 06:41:18,10880,"Militant·e·s féministes et LGBTQIA+",0
"isabelnc65",2022-08-19 06:41:57,16198,"Conspirationnistes identitaires",0
"dzillabelette",2022-08-19 06:42:00,25789,"Alt-right",1
"CelineJullie",2022-08-19 06:42:02,38785,"Alt-right",0
"AlbaneGaillot",2022-08-19 06:42:19,38784,"Militant·e·s féministes et LGBTQIA+",10
"elke_stg",2022-08-19 06:42:38,47647,"Alt-right",0
"mthldcrct",2022-08-19 06:42:39,47646,"Militant·e·s féministes et LGBTQIA+",0
"Elasticpipo",2022-08-19 06:42:41,38781,"Militant·e·s féministes et LGBTQIA+",0
"natafi",2022-08-19 06:42:57,47645,"Alt-right",0
"LAUREBOURDIN",2022-08-19 06:43:32,38779,"Alt-right",0
"LRigarai",2022-08-19 06:43:33,8203,"Militant·e·s féministes et LGBTQIA+",0
"VDTugil",2022-08-19 06:43:34,18502,"Néoconservateurs",0
"LeifSiv_Falk",2022-08-19 06:43:38,11314,"Alt-right",0
"MateiIonita3",2022-08-19 06:43:39,15927,"Néoconservateurs",0
"CecconelloR",2022-08-19 06:43:41,21097,"Néoconservateurs",0
"Alicant92563295",2022-08-19 06:43:43,38776,"Militant·e·s féministes et LGBTQIA+",0
"rosalie_jacquin",2022-08-19 06:43:46,33740,"Néoconservateurs",0
"Eiagas",2022-08-19 06:43:54,38775,"Militant·e·s féministes et LGBTQIA+",0
"DoeJean8",2022-08-19 06:44:16,9847,"Extrême-droite",0
"DanielJ48240512",2022-08-19 06:44:19,38773,"Extrême-droite",0
"NicolasBelin29",2022-08-19 06:44:29,14718,"Alt-right",0
"Flibre2",2022-08-19 06:44:43,12475,"Néoconservateurs",0
"The_Economiss",2022-08-19 06:45:02,5581,"Militant·e·s féministes et LGBTQIA+",0
"DTremeac",2022-08-19 06:45:17,47630,"Néoconservateurs",0
"Gibao8",2022-08-19 06:46:02,15332,"Extrême-droite",0
"jehanne64",2022-08-19 06:46:20,38767,"Alt-right",0
"Inachiveg",2022-08-19 06:46:25,35165,"Personnalités et groupes de gauche",0
"DavidC26097407",2022-08-19 06:46:28,38766,"Alt-right",0
"Margoiel",2022-08-19 06:46:36,47626,"Militant·e·s féministes et LGBTQIA+",0
"eva_ftn__",2022-08-19 06:46:41,2365,"Militant·e·s féministes et LGBTQIA+",1
"TranStephane",2022-08-19 06:46:42,38763,"Extrême-droite",0
"Rx3_Gus",2022-08-19 06:46:50,47624,"Militant·e·s féministes et LGBTQIA+",0
"isavanli",2022-08-19 06:46:50,31433,"Conspirationnistes identitaires",0
"s0beka",2022-08-19 06:47:03,7776,"Militant·e·s féministes et LGBTQIA+",0
"mariewalch",2022-08-19 06:47:06,3472,"Rassemblement National",0
"arnaud_gallais",2022-08-19 06:47:10,38761,"Militant·e·s féministes et LGBTQIA+",0
"UCL_Cevennes",2022-08-19 06:47:11,38760,"Militant·e·s féministes et LGBTQIA+",0
"RienAGuerir",2022-08-19 06:47:15,38759,"Militant·e·s féministes et LGBTQIA+",15
"JeanlucBayrou",2022-08-19 06:47:22,38758,"Alt-right",0
"CaritaMaje",2022-08-19 06:47:27,38757,"Alt-right",0
"Alice_Meiko_May",2022-08-19 06:47:29,38756,"Militant·e·s féministes et LGBTQIA+",0
"LucyTL81",2022-08-19 06:47:34,2780,"Militant·e·s féministes et LGBTQIA+",0
"mariemarie965",2022-08-19 06:47:47,38753,"Alt-right",0
"CalochChristian",2022-08-19 06:48:28,47619,"Néoconservateurs",0
"tourneboule69",2022-08-19 06:48:32,5599,"Alt-right",0
"Damon37308125",2022-08-19 06:48:47,35313,"Alt-right",0
"P_Champigny",2022-08-19 06:49:05,47615,"Alt-right",0
"rubintom2",2022-08-19 06:49:09,27989,"Conspirationnistes identitaires",0
"Girlbossism_",2022-08-19 06:49:11,9089,"Militant·e·s féministes et LGBTQIA+",198
"lacomediadelart",2022-08-19 06:49:11,6670,"Militant·e·s féministes et LGBTQIA+",0
"JeanFrancais3",2022-08-19 06:49:24,38750,"Alt-right",0
"Esther5976",2022-08-19 06:49:42,38742,"Alt-right",0
"Francis00033002",2022-08-19 06:50:04,11657,"Néoconservateurs",0
"compote_de_nico",2022-08-19 06:50:09,38749,"Militant·e·s féministes et LGBTQIA+",0
"SJ_Mage",2022-08-19 06:50:22,13294,"Militant·e·s féministes et LGBTQIA+",0
"gugusse",2022-08-19 06:50:48,18004,"Alt-right",0
"L47436973",2022-08-19 06:50:52,38746,"Militant·e·s féministes et LGBTQIA+",0
"AuSeEc2",2022-08-19 06:50:53,6700,"Néoconservateurs",0
"DupontFab1",2022-08-19 06:50:56,1940,"Alt-right",0
"RecursiveAction",2022-08-19 06:51:10,22795,"Militant·e·s féministes et LGBTQIA+",0
"88StrengthHonor",2022-08-19 06:51:19,36757,"Alt-right",0
"ILove3M",2022-08-19 06:51:23,47608,"Alt-right",0
"Christobal85",2022-08-19 06:51:41,43448,"Alt-right",0
"EQuidet",2022-08-19 06:51:42,2136,"Néoconservateurs",0
"MaceScaron",2022-08-19 06:51:44,8293,"Néoconservateurs",194
"philoxy2",2022-08-19 06:51:59,46348,"Conspirationnistes identitaires",0
"patrianostra732",2022-08-19 06:52:03,12614,"Rassemblement National",8
"SoChiccc",2022-08-19 06:52:03,10521,"Néoconservateurs",0
"jhzl_45400",2022-08-19 06:52:14,47601,"Militant·e·s féministes et LGBTQIA+",0
"Sanchez_XVIII",2022-08-19 06:52:32,47600,"Alt-right",0
"hankizet",2022-08-19 06:52:46,38736,"Militant·e·s féministes et LGBTQIA+",0
"Steeve77722736",2022-08-19 06:52:46,38737,"Alt-right",0
"Pascal_dadou",2022-08-19 06:52:56,47595,"Alt-right",0
"Thranduil_l",2022-08-19 06:52:56,24060,"Néoconservateurs",0
"Niro2899",2022-08-19 06:52:57,47594,"Militant·e·s féministes et LGBTQIA+",0
"AimonsNotrePays",2022-08-19 06:53:02,42746,"Alt-right",0
"LeMondeDeK6",2022-08-19 06:53:03,190,"Militant·e·s féministes et LGBTQIA+",5
"roro_emi",2022-08-19 06:53:05,47592,"Militant·e·s féministes et LGBTQIA+",0
"PatrickT75020",2022-08-19 06:53:35,8856,"Néoconservateurs",0
"FatigueNounours",2022-08-19 06:53:36,15803,"Militant·e·s féministes et LGBTQIA+",1
"theophilecv",2022-08-19 06:53:40,17124,"Alt-right",0
"zebaronne",2022-08-19 06:53:54,35229,"Militant·e·s féministes et LGBTQIA+",0
"avp404",2022-08-19 06:53:57,38732,"Alt-right",0
"Finasz12",2022-08-19 06:53:57,47589,"Militant·e·s féministes et LGBTQIA+",0
"pitch0un3",2022-08-19 06:54:08,47588,"Militant·e·s féministes et LGBTQIA+",0
"Pamelean_",2022-08-19 06:54:16,47587,"Militant·e·s féministes et LGBTQIA+",0
"Arc_Atlantique",2022-08-19 06:54:50,3823,"Militant·e·s féministes et LGBTQIA+",0
"sandraspano",2022-08-19 06:54:58,30595,"Personnalités et groupes de gauche",0
"Gulliver997",2022-08-19 06:55:12,47583,"Alt-right",0
"Anakin1323",2022-08-19 06:55:12,34534,"Conspirationnistes identitaires",0
"andre57001",2022-08-19 06:55:48,5797,"Alt-right",0
"ManelleLFI",2022-08-19 06:56:03,47581,"Militant·e·s féministes et LGBTQIA+",0
"ZemmourP2022",2022-08-19 06:56:14,47580,"Alt-right",0
"OminaeFR",2022-08-19 06:56:18,24770,"Militant·e·s féministes et LGBTQIA+",0
"AbHinc12",2022-08-19 06:56:22,29097,"Conspirationnistes identitaires",1
"LacroixLionel8",2022-08-19 06:56:35,38721,"Alt-right",0
"robertd17353313",2022-08-19 06:56:52,47578,"Alt-right",0
"Joethepotato89",2022-08-19 06:56:55,47577,"Militant·e·s féministes et LGBTQIA+",0
"IsisLapapesse_L",2022-08-19 06:56:57,4617,"Alt-right",0
"Autumn__queen",2022-08-19 06:56:57,13357,"Néoconservateurs",0
"ToulousainP",2022-08-19 06:57:08,776,"Alt-right",0
"MothmanAndRobyn",2022-08-19 06:57:13,47575,"Militant·e·s féministes et LGBTQIA+",0
"CorsicaViva2A",2022-08-19 06:57:19,38716,"Alt-right",0
"Dus_Pascal",2022-08-19 06:57:20,38715,"Alt-right",0
"BartloMichele",2022-08-19 06:57:27,27544,"Néoconservateurs",0
"colombo_sabrine",2022-08-19 06:57:27,47574,"Militant·e·s féministes et LGBTQIA+",0
"nosvoixtrans",2022-08-19 06:57:28,38714,"Militant·e·s féministes et LGBTQIA+",0
"Johnpatclowney",2022-08-19 06:57:42,38711,"Néoconservateurs",0
"Le_XXVIII",2022-08-19 06:57:43,38710,"Alt-right",0
"edukaction",2022-08-19 06:58:11,47570,"Néoconservateurs",0
"fabr8",2022-08-19 06:58:11,47571,"Militant·e·s féministes et LGBTQIA+",0
"Petitoursonnes",2022-08-19 06:58:12,10757,"Extrême-droite",0
"candide78",2022-08-19 06:58:14,38708,"Néoconservateurs",0
"Gevred",2022-08-19 06:58:19,31195,"Alt-right",0
"Fritz03200",2022-08-19 06:58:19,11374,"Alt-right",0
"Nous16707521",2022-08-19 06:58:24,38705,"Alt-right",0
"BenLNGS",2022-08-19 06:58:43,28267,"Militant·e·s féministes et LGBTQIA+",0
"KwiinX",2022-08-19 06:58:54,33013,"Militant·e·s féministes et LGBTQIA+",0
"carmen_domingo",2022-08-19 06:58:58,47565,"Néoconservateurs",0
"fredocher",2022-08-19 06:59:03,47564,"Militant·e·s féministes et LGBTQIA+",0
"OnNaQuUneMaman",2022-08-19 06:59:30,14123,"Extrême-droite",0
"anthemlau1",2022-08-19 06:59:44,38700,"Alt-right",0
"phiboud",2022-08-19 06:59:47,13906,"Alt-right",0
"argenteuilcentr",2022-08-19 06:59:57,13072,"Néoconservateurs",0
"GuillaumeSiron",2022-08-19 07:00:12,47560,"Militant·e·s féministes et LGBTQIA+",0
"PietersEdwige",2022-08-19 07:00:19,47558,"Militant·e·s féministes et LGBTQIA+",0
"fredtel3",2022-08-19 07:00:20,1532,"Alt-right",0
"mousthib",2022-08-19 07:00:24,47556,"Alt-right",0
"LadyL62272434",2022-08-19 07:00:25,38696,"Alt-right",0
"joachimesque",2022-08-19 07:00:26,605,"Centre",0
"Hellrinne",2022-08-19 07:00:41,7244,"Alt-right",0
"RJubin",2022-08-19 07:00:54,38695,"Alt-right",0
"Niebelungen_",2022-08-19 07:01:01,785,"Militant·e·s féministes et LGBTQIA+",0
"LeaMidene",2022-08-19 07:01:05,7078,"Alt-right",0
"Ogorodnaya",2022-08-19 07:01:07,2419,"Alt-right",0
"YasminaCardoze",2022-08-19 07:01:08,47550,"Militant·e·s féministes et LGBTQIA+",0
"MinistryOfBull",2022-08-19 07:01:12,47549,"Alt-right",0
"MathildeSoizic",2022-08-19 07:01:20,7699,"Alt-right",0
"JannyPhilippe",2022-08-19 07:01:25,31504,"Néoconservateurs",0
"mcpaw2",2022-08-19 07:01:33,3316,"Alt-right",0
"gistupa",2022-08-19 07:01:34,38690,"Extrême-droite",0
"petipotiron",2022-08-19 07:01:36,38689,"Militant·e·s féministes et LGBTQIA+",0
"droitardedeluxe",2022-08-19 07:01:53,38688,"Alt-right",0
"SParkerVk",2022-08-19 07:01:57,4206,"Alt-right",0
"13_Thermidor",2022-08-19 07:02:02,5096,"Droite réactionnaire",0
"Uutanipenda",2022-08-19 07:02:03,47545,"Militant·e·s féministes et LGBTQIA+",0
"NZ_zeni",2022-08-19 07:02:03,9039,"Militant·e·s féministes et LGBTQIA+",0
"lapinbl98985473",2022-08-19 07:02:23,14864,"Alt-right",0
"paulinemski",2022-08-19 07:02:29,1479,"Militant·e·s féministes et LGBTQIA+",916
"Noomi_Ramp_07",2022-08-19 07:02:40,9501,"Néoconservateurs",0
"fbagnaud1871",2022-08-19 07:02:52,33682,"Militant·e·s féministes et LGBTQIA+",0
"Franky93471660",2022-08-19 07:02:53,38683,"Alt-right",0
"Luciano_Z_M",2022-08-19 07:03:42,2653,"Extrême-droite",0
"golfbravo99",2022-08-19 07:03:48,2181,"Alt-right",0
"nathhannaert",2022-08-19 07:03:49,38678,"Alt-right",0
"magafrance",2022-08-19 07:04:19,6878,"Alt-right",0
"cec_hil",2022-08-19 07:04:25,14277,"Néoconservateurs",0
"salamowitch",2022-08-19 07:04:25,20421,"Néoconservateurs",0
"Tro_breiz",2022-08-19 07:04:26,6415,"Conspirationnistes identitaires",0
"leo_auth2",2022-08-19 07:04:29,47532,"Militant·e·s féministes et LGBTQIA+",0
"PaysCher",2022-08-19 07:04:34,24576,"Alt-right",0
"rn_paca",2022-08-19 07:04:51,38671,"Rassemblement National",0
"dumboooctopus",2022-08-19 07:05:07,47530,"Militant·e·s féministes et LGBTQIA+",0
"Agrippine06",2022-08-19 07:05:20,38669,"Alt-right",0
"Carlitos_Way75",2022-08-19 07:05:42,47528,"Alt-right",0
"dujardinluc1",2022-08-19 07:05:50,38668,"Alt-right",0
"Lastelian",2022-08-19 07:05:57,47527,"Militant·e·s féministes et LGBTQIA+",0
"saulet_emma",2022-08-19 07:05:58,1753,"Alt-right",0
"FlorencePA83",2022-08-19 07:06:06,47526,"Alt-right",0
"2Nash69",2022-08-19 07:06:26,47524,"Alt-right",0
"MerloFr",2022-08-19 07:06:33,8619,"Alt-right",0
"LeCoyote50",2022-08-19 07:06:46,38665,"Alt-right",0
"NeitahChan",2022-08-19 07:06:47,38664,"Militant·e·s féministes et LGBTQIA+",0
"Jojomijejoslt",2022-08-19 07:06:50,15926,"Alt-right",0
"Melusin_e_",2022-08-19 07:06:51,38662,"Militant·e·s féministes et LGBTQIA+",0
"CorbeauO",2022-08-19 07:06:55,909,"Droite réactionnaire",0
"MokonaAlabasta",2022-08-19 07:06:57,47522,"Militant·e·s féministes et LGBTQIA+",0
"NadMat057",2022-08-19 07:07:05,12216,"Alt-right",0
"Magicwo56088281",2022-08-19 07:07:08,4047,"Alt-right",0
"COGNE36",2022-08-19 07:07:14,38656,"Alt-right",0
"KagerothVorhees",2022-08-19 07:07:39,47519,"Militant·e·s féministes et LGBTQIA+",0
"IndigneduCanape",2022-08-19 07:07:52,18918,"Militant·e·s féministes et LGBTQIA+",0
"Amaya_etoile",2022-08-19 07:08:09,1031,"Militant·e·s féministes et LGBTQIA+",0
"Elenaptitkinder",2022-08-19 07:08:12,8733,"Militant·e·s féministes et LGBTQIA+",0
"vahinee_i",2022-08-19 07:08:31,12799,"Centre",0
"collpre",2022-08-19 07:08:34,38652,"Alt-right",0
"carrionlydie",2022-08-19 07:08:35,6012,"Alt-right",0
"Ophelielabelge",2022-08-19 07:08:39,1038,"Droite réactionnaire",0
"WilPayet",2022-08-19 07:08:47,47514,"Militant·e·s féministes et LGBTQIA+",0
"arnaldur1",2022-08-19 07:10:17,5310,"Conspirationnistes identitaires",0
"MarchalOmbre_",2022-08-19 07:10:28,38649,"Alt-right",0
"OphBruneau",2022-08-19 07:10:39,33910,"Militant·e·s féministes et LGBTQIA+",0
"ARNAUD300781",2022-08-19 07:10:44,6904,"Alt-right",0
"ngc_3370",2022-08-19 07:10:56,38647,"Alt-right",0
"VautQueDalle",2022-08-19 07:11:04,480,"Conspirationnistes identitaires",0
"laurienilrem",2022-08-19 07:11:09,3046,"Néoconservateurs",0
"Memarabord1",2022-08-19 07:11:20,47508,"Militant·e·s féministes et LGBTQIA+",0
"TJYR21",2022-08-19 07:11:30,12347,"Alt-right",0
"docScrew",2022-08-19 07:11:36,9646,"Militant·e·s féministes et LGBTQIA+",0
"Tahiti_Ness",2022-08-19 07:12:11,38643,"Alt-right",0
"clabaudeur",2022-08-19 07:12:27,1358,"Alt-right",0
"eehrapido",2022-08-19 07:12:53,7452,"Militant·e·s féministes et LGBTQIA+",0
"veroomrx",2022-08-19 07:13:06,38641,"Alt-right",0
"Evil_bestiaire",2022-08-19 07:13:08,13947,"Militant·e·s féministes et LGBTQIA+",0
"durand_thierry",2022-08-19 07:13:11,36391,"Conspirationnistes identitaires",0
"SgtBibisse",2022-08-19 07:13:15,99,"Alt-right",0
"PeegFett",2022-08-19 07:13:17,2416,"Néoconservateurs",0
"oestrojade",2022-08-19 07:13:18,848,"Militant·e·s féministes et LGBTQIA+",0
"_KamsT",2022-08-19 07:13:24,5066,"Néoconservateurs",0
"asdeum",2022-08-19 07:13:42,8164,"Militant·e·s féministes et LGBTQIA+",0
"Cuillandrevero1",2022-08-19 07:13:44,23473,"Néoconservateurs",0
"_enellya",2022-08-19 07:13:51,22705,"Militant·e·s féministes et LGBTQIA+",0
"LrMlanie1",2022-08-19 07:14:09,38634,"Conspirationnistes identitaires",0
"GaiusLucilius",2022-08-19 07:14:09,38635,"Alt-right",0
"augustingrambal",2022-08-19 07:14:18,38633,"Conspirationnistes identitaires",0
"Papanarchiste1",2022-08-19 07:14:54,5955,"Militant·e·s féministes et LGBTQIA+",0
"SainteFlemme",2022-08-19 07:14:54,10575,"Alt-right",0
"Galahad14748322",2022-08-19 07:15:02,13042,"Néoconservateurs",0
"GilbertCollard",2022-08-19 07:15:07,38627,"Alt-right",342
"ZINGERF",2022-08-19 07:15:21,5747,"Néoconservateurs",0
"JsabelKaskiyeh",2022-08-19 07:15:23,7145,"Militant·e·s féministes et LGBTQIA+",0
"dixon48",2022-08-19 07:15:34,15264,"Militant·e·s féministes et LGBTQIA+",0
"margotblsr",2022-08-19 07:15:38,47490,"Militant·e·s féministes et LGBTQIA+",0
"Valou_Gbn",2022-08-19 07:15:44,38624,"Alt-right",0
"philotopos",2022-08-19 07:15:50,878,"Extrême-droite",2
"LichelMutz",2022-08-19 07:16:03,38622,"Alt-right",0
"kostuna",2022-08-19 07:16:12,38620,"Militant·e·s féministes et LGBTQIA+",0
"Les_FaitsDivers",2022-08-19 07:16:12,2504,"Alt-right",0
"FGB2b",2022-08-19 07:16:21,38619,"Alt-right",0
"NicholasCTNC",2022-08-19 07:16:31,4364,"Néoconservateurs",0
"NausicaaMediev",2022-08-19 07:16:53,14264,"Militant·e·s féministes et LGBTQIA+",0
"volontara",2022-08-19 07:16:56,13666,"Extrême-droite",0
"PicotViviane",2022-08-19 07:17:18,19212,"Alt-right",0
"WoobooDk",2022-08-19 07:17:38,29275,"Personnalités et groupes de gauche",1
"Bonsens26400268",2022-08-19 07:17:42,38610,"Alt-right",0
"olivier_pla",2022-08-19 07:17:43,18631,"Personnalités et groupes de gauche",0
"JeanBonneau38",2022-08-19 07:17:59,1239,"Alt-right",0
"Maupassant97",2022-08-19 07:18:11,38607,"Alt-right",0
"Lightammer",2022-08-19 07:18:18,47476,"Militant·e·s féministes et LGBTQIA+",0
"lairmedeiros",2022-08-19 07:18:18,47477,"Néoconservateurs",0
"Hexagoneries",2022-08-19 07:18:29,11349,"Alt-right",0
"Chaisqcestpire",2022-08-19 07:18:32,5339,"Alt-right",0
"WellsLucie1",2022-08-19 07:18:40,31714,"Conspirationnistes identitaires",0
"ZglavMoerman",2022-08-19 07:19:11,157,"Alt-right",3
"DucherGuy",2022-08-19 07:19:11,47473,"Alt-right",0
"Onesttout",2022-08-19 07:19:51,2225,"Droite réactionnaire",0
"0kalya",2022-08-19 07:19:52,38598,"Alt-right",0
"LaurentLantieri",2022-08-19 07:19:53,6609,"Néoconservateurs",1
"yagoubimorochok",2022-08-19 07:20:05,6094,"Extrême-droite",0
"XVAN_Revient",2022-08-19 07:20:18,29332,"Alt-right",0
"colombeM2",2022-08-19 07:20:26,2258,"Conspirationnistes identitaires",1
"DeboutVent",2022-08-19 07:20:30,47467,"Alt-right",0
"ShadowMinos86",2022-08-19 07:20:41,4983,"Rassemblement National",0
"youngthomish",2022-08-19 07:20:45,38593,"Alt-right",0
"LaGaffeBLBLBLBL",2022-08-19 07:20:50,5093,"Militant·e·s féministes et LGBTQIA+",0
"A_Poutier",2022-08-19 07:20:58,38591,"Néoconservateurs",0
"Araya_LaMauve",2022-08-19 07:20:58,47464,"Militant·e·s féministes et LGBTQIA+",0
"om_nolanqnt",2022-08-19 07:21:14,26446,"Extrême-droite",0
"BI57351573",2022-08-19 07:21:34,13973,"Extrême-droite",0
"BenicioTijuana",2022-08-19 07:21:57,47463,"Alt-right",0
"Kerbo51",2022-08-19 07:21:58,4484,"Alt-right",0
"VeniseViolette",2022-08-19 07:22:09,12878,"Centre",0
"olisalignac2",2022-08-19 07:22:19,13118,"Alt-right",0
"cyvalentin",2022-08-19 07:22:20,1586,"Néoconservateurs",1
"Fabrice_Pilorge",2022-08-19 07:22:34,2003,"Centre",0
"tilwork2",2022-08-19 07:22:36,32899,"Alt-right",0
"CiciThatWalk",2022-08-19 07:22:50,38065,"Militant·e·s féministes et LGBTQIA+",0
"regiscamillepaq",2022-08-19 07:23:00,23999,"Néoconservateurs",0
"emmaf_77",2022-08-19 07:23:04,32870,"Militant·e·s féministes et LGBTQIA+",0
"orphee45",2022-08-19 07:23:05,11220,"Néoconservateurs",0
"pierro2614",2022-08-19 07:23:11,38578,"Alt-right",0
"Phyjoo",2022-08-19 07:23:16,8706,"Militant·e·s féministes et LGBTQIA+",0
"lmhjt",2022-08-19 07:23:17,38485,"Alt-right",0
"eliolanar",2022-08-19 07:23:17,6013,"Militant·e·s féministes et LGBTQIA+",0
"MarieAngePoli1",2022-08-19 07:23:30,38574,"Alt-right",0
"COURLEUXPaul",2022-08-19 07:23:44,38573,"Alt-right",0
"nicolasravailhe",2022-08-19 07:24:06,47453,"Néoconservateurs",0
"TAAF2512496",2022-08-19 07:24:15,38571,"Conspirationnistes identitaires",0
"mtbsqn",2022-08-19 07:24:26,38570,"Alt-right",0
"la_cambicha",2022-08-19 07:24:30,38536,"Alt-right",0
"spardaNDC",2022-08-19 07:24:33,8261,"Néoconservateurs",0
"PotroSenor",2022-08-19 07:24:50,38567,"Militant·e·s féministes et LGBTQIA+",0
"TakeHeight",2022-08-19 07:24:52,4143,"Alt-right",1
"madeshiro",2022-08-19 07:25:18,38564,"Militant·e·s féministes et LGBTQIA+",0
